web-scraper-order,date_price,date_debut,date_fin,prix_init,prix_actuel,typologie,n_offre,nom,localite,date_debut-jour,Nb semaines
1691197038-1,27/03/2023,05/05/2023,08/05/2023,462,462,Chambre Double,,Maison Doron,Beaufort,,18
1691197038-2,27/03/2023,05/05/2023,08/05/2023,266,266,Chambre Triple – Vue sur Montagne,,Chalet Les Pieux,Crest-Voland,,18
1691197038-3,27/03/2023,05/05/2023,08/05/2023,270,270,Chambre Lits Jumeaux Standard,,ULVF La Citadelle de Conflans,Albertville,,18
1691197038-4,27/03/2023,05/05/2023,08/05/2023,245,245,Chambre Lits Jumeaux,,Auberge de Costaroche,Albertville,,18
1691197038-5,27/03/2023,05/05/2023,08/05/2023,178,178,Chambre Lits Jumeaux Standard,,Hôtel Le Savoie,Albertville,,18
1691197038-6,27/03/2023,05/05/2023,08/05/2023,483,483,Chambre Double Standard,,Au Coin Du Feu,Megève,,18
1691197038-7,27/03/2023,05/05/2023,08/05/2023,328,328,Chambre Lits Jumeaux Standard,,ibis Styles Albertville,Albertville,,18
1691197038-8,27/03/2023,05/05/2023,08/05/2023,726,726,Chambre Double Confort,,Coeur de Megève,Megève,,18
1691197038-9,27/03/2023,05/05/2023,08/05/2023,442,442,Chambre Double Classique avec Canapé-Lit,,Novotel Megève Mont-Blanc,Megève,,18
1691197038-10,27/03/2023,05/05/2023,08/05/2023,309,309,Chambre Double,,Albert 1er,Albertville,,18
1691197038-11,27/03/2023,05/05/2023,08/05/2023,299,299,Chambre Double avec Salle de Bains Privative,,Hôtel Flor'Alpes,La Giettaz,,18
1691197038-12,27/03/2023,05/05/2023,08/05/2023,224,224,Chambre Double ou Lits Jumeaux Classique,,Le Roma,Albertville,,18
1691197038-13,27/03/2023,05/05/2023,08/05/2023,241,241,Chambre Triple,,ibis budget Albertville,Gilly-sur-Isère,,18
1691197038-14,27/03/2023,05/05/2023,08/05/2023,280,280,Chambre Double - Accessible aux Personnes à Mobilité Réduite ,,Brit Hotel Florimont,Saint-Ferréol,,18
1691197038-15,27/03/2023,05/05/2023,08/05/2023,438,438,Chambre Double ou Lits Jumeaux Supérieure avec Terrasse,,Hôtel Arbois Bettex,Saint-Gervais-les-Bains,,18
1691197038-16,27/03/2023,05/05/2023,08/05/2023,602,602,Chambre Double avec Balcon,,"Hôtel Restaurant ""Les Sapins"" Wellness & Gourmet",Manigod,,18
1691197038-17,27/03/2023,05/05/2023,08/05/2023,389,389,Chambre Double - Vue sur Montagnes - 4,,Le Coin Savoyard,Combloux,,18
1691197038-18,27/03/2023,05/05/2023,08/05/2023,236,236,Chambre Double Standard,,"Hôtel de Genève , Faverges-Seythenex 74210, Haute Savoie",Faverges,,18
1691197038-19,27/03/2023,05/05/2023,08/05/2023,472,472,Chambre Quadruple Supérieure ,,Hotel Du Parc - Manoir Du Baron Blanc,Faverges,,18
1691197038-20,27/03/2023,05/05/2023,08/05/2023,290,290,Chambre Double Supérieure,,Hotel La Montagne,La Clusaz,,18
1691197038-21,27/03/2023,05/05/2023,08/05/2023,530,530,Chambre Lits Jumeaux,,Hotel Beauregard,La Clusaz,,18
1691197038-22,27/03/2023,05/05/2023,08/05/2023,344,344,Chambre Double - Mansardée,,Chalet Les Rhodos,Cordon,,18
1691197038-23,27/03/2023,05/05/2023,08/05/2023,318,318,Chambre Standard - 2 Personnes,,Alp'Hotel,La Clusaz,,18
1691197038-24,27/03/2023,05/05/2023,08/05/2023,234,234,Chambre Double Économique,,Hotel Christiania,La Clusaz,,18
1691197038-25,27/03/2023,05/05/2023,08/05/2023,480,480,Chambre Double Supérieure,,Les Roches Fleuries,Cordon,,18
1691197038-26,27/03/2023,05/05/2023,08/05/2023,462,462,Chambre Double,,Maison Doron,Beaufort,,18
1691197038-27,27/03/2023,05/05/2023,08/05/2023,266,266,Chambre Triple – Vue sur Montagne,,Chalet Les Pieux,Crest-Voland,,18
1691197038-28,27/03/2023,05/05/2023,08/05/2023,270,270,Chambre Lits Jumeaux Standard,,ULVF La Citadelle de Conflans,Albertville,,18
1691197038-29,27/03/2023,05/05/2023,08/05/2023,245,245,Chambre Lits Jumeaux,,Auberge de Costaroche,Albertville,,18
1691197038-30,27/03/2023,05/05/2023,08/05/2023,178,178,Chambre Lits Jumeaux Standard,,Hôtel Le Savoie,Albertville,,18
1691197038-31,27/03/2023,05/05/2023,08/05/2023,483,483,Chambre Double Standard,,Au Coin Du Feu,Megève,,18
1691197038-32,27/03/2023,05/05/2023,08/05/2023,328,328,Chambre Lits Jumeaux Standard,,ibis Styles Albertville,Albertville,,18
1691197038-33,27/03/2023,05/05/2023,08/05/2023,726,726,Chambre Double Confort,,Coeur de Megève,Megève,,18
1691197038-34,27/03/2023,05/05/2023,08/05/2023,442,442,Chambre Double Classique avec Canapé-Lit,,Novotel Megève Mont-Blanc,Megève,,18
1691197038-35,27/03/2023,05/05/2023,08/05/2023,309,309,Chambre Double,,Albert 1er,Albertville,,18
1691197038-36,27/03/2023,05/05/2023,08/05/2023,299,299,Chambre Double avec Salle de Bains Privative,,Hôtel Flor'Alpes,La Giettaz,,18
