web-scraper-order,date_price,date_debut,date_fin,prix_init,prix_actuel,typologie,n_offre,nom,localite,date_debut-jour,Nb semaines
1691217660-1,27/03/2023,28/04/2023,01/05/2023,242,232,Chambre Double,,Hôtel National,Cluses,,17
1691217660-2,27/03/2023,28/04/2023,01/05/2023,292,281,Chambre Double Standard,,"The Originals City, Hôtel du Faucigny, Cluses Ouest",Scionzier,,17
1691217660-3,27/03/2023,28/04/2023,01/05/2023,320,320,Chambre Double,,Edelweiss,Samoëns,,17
1691217660-4,27/03/2023,28/04/2023,01/05/2023,267,256,Chambre Double,,Hotel Edelweiss,Magland,,17
1691217660-5,27/03/2023,28/04/2023,01/05/2023,478,478,Chambre Double Supérieure avec Douche,,La Croix de Savoie & Spa,Les Carroz d'Arâches,,17
1691217660-6,27/03/2023,28/04/2023,01/05/2023,340,340,Chambre Lits Jumeaux Standard,,Ibis Styles Sallanches Pays du Mont-Blanc,Sallanches,,17
1691217660-7,27/03/2023,28/04/2023,01/05/2023,220,220,Chambre Double Standard,,Ibis Hôtel Sallanches,Sallanches,,17
1691217660-8,27/03/2023,28/04/2023,01/05/2023,554,532,Chambre Double,,"Chalet-Hôtel La Marmotte, La Tapiaz & SPA, The Originals Relais (Hotel-Chalet de Tradition)",Les Gets,,17
1691217660-9,27/03/2023,28/04/2023,01/05/2023,211,211,Chambre Triple avec Lit Superposé,,Ibis Budget Sallanches,Sallanches,,17
1691217660-10,27/03/2023,28/04/2023,01/05/2023,363,363,Chambre Lit Queen-Size Standard - Non-Fumeurs,,Auberge de l'Orangerie - Sure Hotel Collection by Best Western,Sallanches,,17
1691217660-11,27/03/2023,28/04/2023,01/05/2023,287,275,Chambre Double Confort,,Accueil Savoyard,Mieussy,,17
1691217660-12,27/03/2023,28/04/2023,01/05/2023,212,204,Chambre Double - Vue sur Montagne,,HOTEL Le TOURISME,Passy,,17
1691217660-13,27/03/2023,28/04/2023,01/05/2023,330,330,Petite Chambre Double,,Hotel Rhodos Morzine,Morzine,,17
1691217660-14,27/03/2023,28/04/2023,01/05/2023,372,357,Chambre Triple - Aravis,,Chalet Les Rhodos,Cordon,,17
1691217660-15,27/03/2023,28/04/2023,01/05/2023,480,480,Chambre Double Supérieure,,Les Roches Fleuries,Cordon,,17
1691217660-16,27/03/2023,28/04/2023,01/05/2023,200,200,Chambre Double,,Hotel La Chaumiere,Saint-Gervais-les-Bains,,17
1691217660-17,27/03/2023,28/04/2023,01/05/2023,413,397,Chambre Double Économique,,Chalet Hôtel des 2 Gares,Saint-Gervais-les-Bains,,17
