web-scraper-order,date_price,date_debut,date_fin,prix_init,prix_actuel,typologie,n_offre,nom,localite,date_debut-jour,Nb semaines
1691241000-1,27/03/2023,12/05/2023,15/05/2023,462,462,Chambre Double,,Maison Doron,Beaufort,,19
1691241000-2,27/03/2023,12/05/2023,15/05/2023,365,365,Chambre Quadruple Standard,,La Mollinière,Notre-Dame-de-Bellecombe,,19
1691241000-3,27/03/2023,12/05/2023,15/05/2023,252,252,Chambre Lits Jumeaux Standard,,ULVF La Citadelle de Conflans,Albertville,,19
1691241000-4,27/03/2023,12/05/2023,15/05/2023,245,245,Chambre Lits Jumeaux,,Auberge de Costaroche,Albertville,,19
1691241000-5,27/03/2023,12/05/2023,15/05/2023,178,178,Chambre Lits Jumeaux Standard,,Hôtel Le Savoie,Albertville,,19
1691241000-6,27/03/2023,12/05/2023,15/05/2023,333,333,Chambre Lits Jumeaux Standard,,ibis Styles Albertville,Albertville,,19
1691241000-7,27/03/2023,12/05/2023,15/05/2023,442,442,Chambre Double Classique avec Canapé-Lit,,Novotel Megève Mont-Blanc,Megève,,19
1691241000-8,27/03/2023,12/05/2023,15/05/2023,460,460,Chambre Double Standard,,Au Coin Du Feu,Megève,,19
1691241000-9,27/03/2023,12/05/2023,15/05/2023,309,309,Chambre Double,,Albert 1er,Albertville,,19
1691241000-10,27/03/2023,12/05/2023,15/05/2023,224,224,Chambre Double ou Lits Jumeaux Classique,,Le Roma,Albertville,,19
1691241000-11,27/03/2023,12/05/2023,15/05/2023,151,151,Chambre Lits Jumeaux,,Fasthotel Albertville,Albertville,,19
1691241000-12,27/03/2023,12/05/2023,15/05/2023,209,209,Chambre Triple,,ibis budget Albertville,Gilly-sur-Isère,,19
1691241000-13,27/03/2023,12/05/2023,15/05/2023,294,294,Chambre Double Standard,,Brit Hotel Florimont,Saint-Ferréol,,19
1691241000-14,27/03/2023,12/05/2023,15/05/2023,438,438,Chambre Double ou Lits Jumeaux Supérieure avec Terrasse,,Hôtel Arbois Bettex,Saint-Gervais-les-Bains,,19
1691241000-15,27/03/2023,12/05/2023,15/05/2023,535,535,Chambre Double Confort,,"Hôtel Restaurant ""Les Sapins"" Wellness & Gourmet",Manigod,,19
1691241000-16,27/03/2023,12/05/2023,15/05/2023,1620,1620,Chambre Double,,"Armancette Hôtel, Chalets & Spa – The Leading Hotels of the World",Saint-Gervais-les-Bains,,19
1691241000-17,27/03/2023,12/05/2023,15/05/2023,257,257,Chambre Double Confort,,"Hôtel de Genève , Faverges-Seythenex 74210, Haute Savoie",Faverges,,19
1691241000-18,27/03/2023,12/05/2023,15/05/2023,389,389,Chambre Double - Vue sur Montagnes - 4,,Le Coin Savoyard,Combloux,,19
1691241000-19,27/03/2023,12/05/2023,15/05/2023,190,190,Chambre Double Économique,,Hotel La Montagne,La Clusaz,,19
1691241000-20,27/03/2023,12/05/2023,15/05/2023,299,299,Petite Chambre Double ou Lits Jumeaux avec Balcon,,Hotel Beauregard,La Clusaz,,19
1691241000-21,27/03/2023,12/05/2023,15/05/2023,272,272,Chambre Double - Mansardée,,Chalet Les Rhodos,Cordon,,19
