web-scraper-order,date_price,date_debut,date_fin,prix_init,prix_actuel,typologie,n_offre,nom,localite,date_debut-jour,Nb semaines
1692609568-1,24/04/2023,24/09/2023,25/09/2023,85,85,Chambre Double ou Lits Jumeaux,,Hôtel le Christiania,Arêches,,38
1692609568-2,24/04/2023,24/09/2023,25/09/2023,154,154,Chambre Double,,Hôtel Maison Doron,Beaufort,,38
1692609568-3,24/04/2023,24/09/2023,25/09/2023,135,135,Chambre Double ou Lits Jumeaux,,Hôtel Les Ancolies à Arêches,Arêches,,38
1692609568-4,24/04/2023,24/09/2023,25/09/2023,111,111,Chambre Double - Vue sur Montagne,,Hôtel Viallet,Arêches,,38
1692609568-5,24/04/2023,24/09/2023,25/09/2023,122,122,Chambre Quadruple Standard,,La Mollinière,Notre-Dame-de-Bellecombe,,38
1692609568-6,24/04/2023,24/09/2023,25/09/2023,385,385,Chambre Double Supérieure,,Flocons de Sel,Megève,,38
1692609568-7,24/04/2023,24/09/2023,25/09/2023,84,84,Chambre Lits Jumeaux Standard,,ULVF La Citadelle de Conflans,Albertville,,38
1692609568-8,24/04/2023,24/09/2023,25/09/2023,73,73,Chambre Lits Jumeaux Standard,,Hôtel Le Savoie,Albertville,,38
1692609568-9,24/04/2023,24/09/2023,25/09/2023,111,111,Chambre Lits Jumeaux Standard,,ibis Styles Albertville,Albertville,,38
1692609568-10,24/04/2023,24/09/2023,25/09/2023,202,202,Chambre Double Confort,,Coeur de Megève,Megève,,38
1692609568-11,24/04/2023,24/09/2023,25/09/2023,130,130,Chambre Double Classique avec Canapé-Lit,,Novotel Megève Mont-Blanc,Megève,,38
1692609568-12,24/04/2023,24/09/2023,25/09/2023,595,595,Chambre Deluxe,,Grand Hotel Soleil d'Or,Megève,,38
1692609568-13,24/04/2023,24/09/2023,25/09/2023,103,103,Chambre Double,,Albert 1er,Albertville,,38
1692609568-14,24/04/2023,24/09/2023,25/09/2023,124,124,Chambre Double ou Lits Jumeaux Classique,,Le Roma,Albertville,,38
1692609568-15,24/04/2023,24/09/2023,25/09/2023,194,194,Chambre Double ou Lits Jumeaux,,"Chalet-Hôtel La Chemenaz, The Originals Relais (Hotel-Chalet de Tradition)",Les Contamines-Montjoie,,38
1692609568-16,24/04/2023,24/09/2023,25/09/2023,83,83,Chambre Triple,,ibis budget Albertville,Gilly-sur-Isère,,38
1692609568-17,24/04/2023,24/09/2023,25/09/2023,90,90,Chambre Double - Accessible aux Personnes à Mobilité Réduite ,,Brit Hotel Florimont,Saint-Ferréol,,38
1692609568-18,24/04/2023,24/09/2023,25/09/2023,481,481,Chambre Double Deluxe avec Balcon,,Magic Megève Bois,Demi-Quartier,,38
1692609568-19,24/04/2023,24/09/2023,25/09/2023,146,146,Chambre Double ou Lits Jumeaux Supérieure avec Terrasse,,Hôtel Arbois Bettex,Saint-Gervais-les-Bains,,38
1692609568-20,24/04/2023,24/09/2023,25/09/2023,111,111,Chambre Double,,Logis Hôtel Le Caprice Des Neiges,Combloux,,38
1692609568-21,24/04/2023,24/09/2023,25/09/2023,815,815,Suite en Duplex,,"Armancette Hôtel, Chalets & Spa – The Leading Hotels of the World",Saint-Gervais-les-Bains,,38
1692609568-22,24/04/2023,24/09/2023,25/09/2023,192,192,Chambre Double,,Aux Ducs de Savoie,Combloux,,38
1692609568-23,24/04/2023,24/09/2023,25/09/2023,79,79,Chambre Double Standard,,"Hôtel de Genève , Faverges-Seythenex 74210, Haute Savoie",Faverges,,38
1692609568-24,24/04/2023,24/09/2023,25/09/2023,64,64,Chambre Double Économique,,Hotel La Montagne,La Clusaz,,38
