web-scraper-order,date_price,date_debut,date_fin,prix_init,prix_actuel,typologie,n_offre,nom,localite,date_debut-jour,Nb semaines
1692564776-1,24/04/2023,14/05/2023,15/05/2023,84,84,Petite Chambre Double,,Hôtel Maison Doron,Beaufort,,19
1692564776-2,24/04/2023,14/05/2023,15/05/2023,134,134,Chambre Lits Jumeaux,,Hôtel du Grand-Mont,Beaufort,,19
1692564776-3,24/04/2023,14/05/2023,15/05/2023,122,122,Chambre Quadruple Standard,,La Mollinière,Notre-Dame-de-Bellecombe,,19
1692564776-4,24/04/2023,14/05/2023,15/05/2023,84,84,Chambre Lits Jumeaux Standard,,ULVF La Citadelle de Conflans,Albertville,,19
1692564776-5,24/04/2023,14/05/2023,15/05/2023,82,82,Chambre Lits Jumeaux,,Auberge de Costaroche,Albertville,,19
1692564776-6,24/04/2023,14/05/2023,15/05/2023,138,138,Chambre Double Standard,,Au Coin Du Feu,Megève,,19
1692564776-7,24/04/2023,14/05/2023,15/05/2023,59,59,Chambre Lits Jumeaux Standard,,Hôtel Le Savoie,Albertville,,19
1692564776-8,24/04/2023,14/05/2023,15/05/2023,109,109,Chambre Lits Jumeaux Standard,,ibis Styles Albertville,Albertville,,19
1692564776-9,24/04/2023,14/05/2023,15/05/2023,141,141,Chambre Double Classique avec Canapé-Lit,,Novotel Megève Mont-Blanc,Megève,,19
1692564776-10,24/04/2023,14/05/2023,15/05/2023,94,94,Chambre Double avec Salle de Bains Privative,,Hôtel Flor'Alpes,La Giettaz,,19
1692564776-11,24/04/2023,14/05/2023,15/05/2023,103,103,Chambre Double,,Albert 1er,Albertville,,19
1692564776-12,24/04/2023,14/05/2023,15/05/2023,76,76,Chambre Double ou Lits Jumeaux Classique,,Le Roma,Albertville,,19
1692564776-13,24/04/2023,14/05/2023,15/05/2023,50,50,Chambre Lits Jumeaux,,Fasthotel Albertville,Albertville,,19
1692564776-14,24/04/2023,14/05/2023,15/05/2023,65,65,Chambre Triple,,ibis budget Albertville,Gilly-sur-Isère,,19
1692564776-15,24/04/2023,14/05/2023,15/05/2023,336,336,Chambre Double Deluxe avec Balcon,,Magic Megève Bois,Demi-Quartier,,19
