web-scraper-order,date_price,date_debut,date_fin,prix_init,prix_actuel,typologie,n_offre,nom,localite,date_debut-jour,Nb semaines
1692682852-1,01/05/2023,11/09/2023,12/09/2023,130,130,Chambre Double avec Terrasse,,Les Loges Blanches,Megève,,37
1692682852-2,01/05/2023,11/09/2023,12/09/2023,90,90,Chambre Double ou Lits Jumeaux Classique,,Le Roma,Albertville,,37
1692682852-3,01/05/2023,11/09/2023,12/09/2023,194,194,Chambre Double ou Lits Jumeaux,,"Chalet-Hôtel La Chemenaz, The Originals Relais (Hotel-Chalet de Tradition)",Les Contamines-Montjoie,,37
1692682852-4,01/05/2023,11/09/2023,12/09/2023,70,70,Chambre Triple,,ibis budget Albertville,Gilly-sur-Isère,,37
1692682852-5,01/05/2023,11/09/2023,12/09/2023,194,194,Chambre Triple,,Chalet-hôtel Gai Soleil,Les Contamines-Montjoie,,37
1692682852-6,01/05/2023,11/09/2023,12/09/2023,93,93,Chambre Double - Accessible aux Personnes à Mobilité Réduite ,,Brit Hotel Florimont,Saint-Ferréol,,37
1692682852-7,01/05/2023,11/09/2023,12/09/2023,445,445,Chambre Double Deluxe avec Balcon,,Magic Megève Bois,Demi-Quartier,,37
1692682852-8,01/05/2023,11/09/2023,12/09/2023,146,146,Chambre Double ou Lits Jumeaux Supérieure avec Terrasse,,Hôtel Arbois Bettex,Saint-Gervais-les-Bains,,37
1692682852-9,01/05/2023,11/09/2023,12/09/2023,111,111,Chambre Double,,Logis Hôtel Le Caprice Des Neiges,Combloux,,37
1692682852-10,01/05/2023,11/09/2023,12/09/2023,569,569,Chambre Double,,"Armancette Hôtel, Chalets & Spa – The Leading Hotels of the World",Saint-Gervais-les-Bains,,37
1692682852-11,01/05/2023,11/09/2023,12/09/2023,192,192,Chambre Double,,Aux Ducs de Savoie,Combloux,,37
1692682852-12,01/05/2023,11/09/2023,12/09/2023,79,79,Chambre Double Standard,,"Hôtel de Genève , Faverges-Seythenex 74210, Haute Savoie",Faverges,,37
1692682852-13,01/05/2023,11/09/2023,12/09/2023,64,64,Chambre Double Économique,,Hotel La Montagne,La Clusaz,,37
1692682852-14,01/05/2023,11/09/2023,12/09/2023,105,105,Chambre Double ou Lits Jumeaux,,St-Alban Hotel & Spa,La Clusaz,,37
1692682852-15,01/05/2023,11/09/2023,12/09/2023,115,115,Petite Chambre Double ou Lits Jumeaux avec Balcon,,Hotel Beauregard,La Clusaz,,37
1692682852-16,01/05/2023,11/09/2023,12/09/2023,85,85,Chambre Double - Mansardée,,Chalet Les Rhodos,Cordon,,37
1692682852-17,01/05/2023,11/09/2023,12/09/2023,83,83,Chambre Double Économique,,Alp'Hotel,La Clusaz,,37
1692682852-18,01/05/2023,11/09/2023,12/09/2023,88,88,Chambre Double Économique,,Hotel Christiania,La Clusaz,,37
1692682852-19,01/05/2023,11/09/2023,12/09/2023,75,75,Chambre Double Standard,,Les Airelles,La Clusaz,,37
1692682852-20,01/05/2023,11/09/2023,12/09/2023,97,97,Chambre Double ou Lits Jumeaux Orientée Nord,,Beaulieu,La Clusaz,,37
1692682852-21,01/05/2023,11/09/2023,12/09/2023,95,95,Chambre Double Économique,,Hotel les Sapins,La Clusaz,,37
1692682852-22,01/05/2023,11/09/2023,12/09/2023,180,180,Chambre Double ou Lits Jumeaux,,Hôtel Restaurant La Ferme de Cupelin,Saint-Gervais-les-Bains,,37
1692682852-23,01/05/2023,11/09/2023,12/09/2023,202,202,Chambre Double Supérieure,,Hôtel Les Roches Fleuries,Cordon,,37
1692682852-24,01/05/2023,11/09/2023,12/09/2023,127,127,Chambre Double,,La Ferme,La Clusaz,,37
1692682852-25,01/05/2023,11/09/2023,12/09/2023,97,97,Petite Chambre Double - Sans Vue,,Carlina,La Clusaz,,37
1692682852-26,01/05/2023,11/09/2023,12/09/2023,130,130,Chambre Double avec Terrasse,,Les Loges Blanches,Megève,,37
1692682852-27,01/05/2023,11/09/2023,12/09/2023,90,90,Chambre Double ou Lits Jumeaux Classique,,Le Roma,Albertville,,37
1692682852-28,01/05/2023,11/09/2023,12/09/2023,194,194,Chambre Double ou Lits Jumeaux,,"Chalet-Hôtel La Chemenaz, The Originals Relais (Hotel-Chalet de Tradition)",Les Contamines-Montjoie,,37
1692682852-29,01/05/2023,11/09/2023,12/09/2023,70,70,Chambre Triple,,ibis budget Albertville,Gilly-sur-Isère,,37
1692682852-30,01/05/2023,11/09/2023,12/09/2023,194,194,Chambre Triple,,Chalet-hôtel Gai Soleil,Les Contamines-Montjoie,,37
1692682852-31,01/05/2023,11/09/2023,12/09/2023,93,93,Chambre Double - Accessible aux Personnes à Mobilité Réduite ,,Brit Hotel Florimont,Saint-Ferréol,,37
1692682852-32,01/05/2023,11/09/2023,12/09/2023,445,445,Chambre Double Deluxe avec Balcon,,Magic Megève Bois,Demi-Quartier,,37
1692682852-33,01/05/2023,11/09/2023,12/09/2023,146,146,Chambre Double ou Lits Jumeaux Supérieure avec Terrasse,,Hôtel Arbois Bettex,Saint-Gervais-les-Bains,,37
1692682852-34,01/05/2023,11/09/2023,12/09/2023,111,111,Chambre Double,,Logis Hôtel Le Caprice Des Neiges,Combloux,,37
1692682852-35,01/05/2023,11/09/2023,12/09/2023,569,569,Chambre Double,,"Armancette Hôtel, Chalets & Spa – The Leading Hotels of the World",Saint-Gervais-les-Bains,,37
1692682852-36,01/05/2023,11/09/2023,12/09/2023,192,192,Chambre Double,,Aux Ducs de Savoie,Combloux,,37
1692682852-37,01/05/2023,11/09/2023,12/09/2023,79,79,Chambre Double Standard,,"Hôtel de Genève , Faverges-Seythenex 74210, Haute Savoie",Faverges,,37
1692682852-38,01/05/2023,11/09/2023,12/09/2023,64,64,Chambre Double Économique,,Hotel La Montagne,La Clusaz,,37
1692682852-39,01/05/2023,11/09/2023,12/09/2023,105,105,Chambre Double ou Lits Jumeaux,,St-Alban Hotel & Spa,La Clusaz,,37
1692682852-40,01/05/2023,11/09/2023,12/09/2023,115,115,Petite Chambre Double ou Lits Jumeaux avec Balcon,,Hotel Beauregard,La Clusaz,,37
1692682852-41,01/05/2023,11/09/2023,12/09/2023,85,85,Chambre Double - Mansardée,,Chalet Les Rhodos,Cordon,,37
1692682852-42,01/05/2023,11/09/2023,12/09/2023,83,83,Chambre Double Économique,,Alp'Hotel,La Clusaz,,37
1692682852-43,01/05/2023,11/09/2023,12/09/2023,88,88,Chambre Double Économique,,Hotel Christiania,La Clusaz,,37
1692682852-44,01/05/2023,11/09/2023,12/09/2023,75,75,Chambre Double Standard,,Les Airelles,La Clusaz,,37
1692682852-45,01/05/2023,11/09/2023,12/09/2023,97,97,Chambre Double ou Lits Jumeaux Orientée Nord,,Beaulieu,La Clusaz,,37
1692682852-46,01/05/2023,11/09/2023,12/09/2023,95,95,Chambre Double Économique,,Hotel les Sapins,La Clusaz,,37
1692682852-47,01/05/2023,11/09/2023,12/09/2023,180,180,Chambre Double ou Lits Jumeaux,,Hôtel Restaurant La Ferme de Cupelin,Saint-Gervais-les-Bains,,37
1692682852-48,01/05/2023,11/09/2023,12/09/2023,202,202,Chambre Double Supérieure,,Hôtel Les Roches Fleuries,Cordon,,37
1692682852-49,01/05/2023,11/09/2023,12/09/2023,127,127,Chambre Double,,La Ferme,La Clusaz,,37
1692682852-50,01/05/2023,11/09/2023,12/09/2023,97,97,Petite Chambre Double - Sans Vue,,Carlina,La Clusaz,,37
1692682852-51,01/05/2023,11/09/2023,12/09/2023,81,81,Chambre Double,,Hôtel National,Cluses,,37
1692682852-52,01/05/2023,11/09/2023,12/09/2023,103,103,Chambre Double Standard,,"The Originals City, Hôtel du Faucigny, Cluses Ouest",Scionzier,,37
1692682852-53,01/05/2023,11/09/2023,12/09/2023,94,94,Chambre Double Confort,,Hôtel 4C,Cluses,,37
1692682852-54,01/05/2023,11/09/2023,12/09/2023,97,97,Chambre Double Économique,,Edelweiss,Samoëns,,37
1692682852-55,01/05/2023,11/09/2023,12/09/2023,104,104,Chambre Double Économique,,Le Relais Du Mont Blanc,Magland,,37
1692682852-56,01/05/2023,11/09/2023,12/09/2023,164,164,Chambre Double Supérieure,,La Ferme Du Lac,Thyez,,37
1692682852-57,01/05/2023,11/09/2023,12/09/2023,69,69,Chambre Double,,Hotel Edelweiss,Magland,,37
1692682852-58,01/05/2023,11/09/2023,12/09/2023,160,160,Chambre Double Supérieure avec Douche,,La Croix de Savoie & Spa,Les Carroz d'Arâches,,37
1692682852-59,01/05/2023,11/09/2023,12/09/2023,118,118,Chambre Lits Jumeaux Standard,,Ibis Styles Sallanches Pays du Mont-Blanc,Sallanches,,37
1692682852-60,01/05/2023,11/09/2023,12/09/2023,77,77,Chambre Double Standard,,Ibis Hôtel Sallanches,Sallanches,,37
1692682852-61,01/05/2023,11/09/2023,12/09/2023,74,74,Chambre Triple avec Lit Superposé,,Ibis Budget Sallanches,Sallanches,,37
