web-scraper-order,date_price,date_debut,date_fin,prix_init,prix_actuel,typologie,n_offre,nom,localite,date_debut-jour,Nb semaines
1692552772-1,01/05/2023,22/05/2023,23/05/2023,64,64,Dortoir Mixte ,,Hôtel Maison Doron,Beaufort,,21
1692552772-2,01/05/2023,22/05/2023,23/05/2023,123,123,Chambre Lits Jumeaux,,Hôtel du Grand-Mont,Beaufort,,21
1692552772-3,01/05/2023,22/05/2023,23/05/2023,122,122,Chambre Quadruple Standard,,La Mollinière,Notre-Dame-de-Bellecombe,,21
1692552772-4,01/05/2023,22/05/2023,23/05/2023,82,82,Chambre Lits Jumeaux,,Auberge de Costaroche,Albertville,,21
1692552772-5,01/05/2023,22/05/2023,23/05/2023,138,138,Chambre Double Standard,,Au Coin Du Feu,Megève,,21
1692552772-6,01/05/2023,22/05/2023,23/05/2023,59,59,Chambre Lits Jumeaux Standard,,Hôtel Le Savoie,Albertville,,21
1692552772-7,01/05/2023,22/05/2023,23/05/2023,109,109,Chambre Lits Jumeaux Standard,,ibis Styles Albertville,Albertville,,21
1692552772-8,01/05/2023,22/05/2023,23/05/2023,123,123,Chambre Double ou Lits Jumeaux de Charme - Rez-de-Chaussée ,,Au Vieux Moulin,Megève,,21
1692552772-9,01/05/2023,22/05/2023,23/05/2023,141,141,Chambre Double Classique avec Canapé-Lit,,Novotel Megève Mont-Blanc,Megève,,21
1692552772-10,01/05/2023,22/05/2023,23/05/2023,94,94,Chambre Double avec Salle de Bains Privative,,Hôtel Flor'Alpes,La Giettaz,,21
1692552772-11,01/05/2023,22/05/2023,23/05/2023,93,93,Chambre Double,,Albert 1er,Albertville,,21
1692552772-12,01/05/2023,22/05/2023,23/05/2023,86,86,Chambre Double ou Lits Jumeaux Classique,,Le Roma,Albertville,,21
1692552772-13,01/05/2023,22/05/2023,23/05/2023,50,50,Chambre Lits Jumeaux,,Fasthotel Albertville,Albertville,,21
1692552772-14,01/05/2023,22/05/2023,23/05/2023,70,70,Chambre Triple,,ibis budget Albertville,Gilly-sur-Isère,,21
1692552772-15,01/05/2023,22/05/2023,23/05/2023,336,336,Chambre Double Deluxe avec Balcon,,Magic Megève Bois,Demi-Quartier,,21
1692552772-16,01/05/2023,22/05/2023,23/05/2023,101,101,Chambre Double Standard,,Brit Hotel Florimont,Saint-Ferréol,,21
1692552772-17,01/05/2023,22/05/2023,23/05/2023,220,220,Chambre Supérieure Double ou Twin avec Terrasse et Vue sur le Mont d'Arbois et le Mont-Blanc,,Hôtel Arbois Bettex,Saint-Gervais-les-Bains,,21
1692552772-18,01/05/2023,22/05/2023,23/05/2023,178,178,Chambre Double Confort,,"Hôtel Restaurant ""Les Sapins"" Wellness & Gourmet",Manigod,,21
1692552772-19,01/05/2023,22/05/2023,23/05/2023,113,113,Chambre Double - Vue sur Montagnes - 4,,Le Coin Savoyard,Combloux,,21
1692552772-20,01/05/2023,22/05/2023,23/05/2023,79,79,Chambre Double Standard,,"Hôtel de Genève , Faverges-Seythenex 74210, Haute Savoie",Faverges,,21
1692552772-21,01/05/2023,22/05/2023,23/05/2023,435,435,Suite Junior (2 Adultes),,Les Chalets-Hôtel de la Croix-Fry,Manigod,,21
1692552772-22,01/05/2023,22/05/2023,23/05/2023,63,63,Chambre Double Économique,,Hotel La Montagne,La Clusaz,,21
1692552772-23,01/05/2023,22/05/2023,23/05/2023,105,105,Chambre Double ou Lits Jumeaux,,St-Alban Hotel & Spa,La Clusaz,,21
1692552772-24,01/05/2023,22/05/2023,23/05/2023,100,100,Petite Chambre Double ou Lits Jumeaux avec Balcon,,Hotel Beauregard,La Clusaz,,21
1692552772-25,01/05/2023,22/05/2023,23/05/2023,77,77,Chambre Double - Mansardée,,Chalet Les Rhodos,Cordon,,21
1692552772-26,01/05/2023,22/05/2023,23/05/2023,64,64,Dortoir Mixte ,,Hôtel Maison Doron,Beaufort,,21
1692552772-27,01/05/2023,22/05/2023,23/05/2023,123,123,Chambre Lits Jumeaux,,Hôtel du Grand-Mont,Beaufort,,21
1692552772-28,01/05/2023,22/05/2023,23/05/2023,122,122,Chambre Quadruple Standard,,La Mollinière,Notre-Dame-de-Bellecombe,,21
1692552772-29,01/05/2023,22/05/2023,23/05/2023,82,82,Chambre Lits Jumeaux,,Auberge de Costaroche,Albertville,,21
1692552772-30,01/05/2023,22/05/2023,23/05/2023,138,138,Chambre Double Standard,,Au Coin Du Feu,Megève,,21
1692552772-31,01/05/2023,22/05/2023,23/05/2023,59,59,Chambre Lits Jumeaux Standard,,Hôtel Le Savoie,Albertville,,21
1692552772-32,01/05/2023,22/05/2023,23/05/2023,109,109,Chambre Lits Jumeaux Standard,,ibis Styles Albertville,Albertville,,21
1692552772-33,01/05/2023,22/05/2023,23/05/2023,123,123,Chambre Double ou Lits Jumeaux de Charme - Rez-de-Chaussée ,,Au Vieux Moulin,Megève,,21
1692552772-34,01/05/2023,22/05/2023,23/05/2023,141,141,Chambre Double Classique avec Canapé-Lit,,Novotel Megève Mont-Blanc,Megève,,21
1692552772-35,01/05/2023,22/05/2023,23/05/2023,94,94,Chambre Double avec Salle de Bains Privative,,Hôtel Flor'Alpes,La Giettaz,,21
1692552772-36,01/05/2023,22/05/2023,23/05/2023,93,93,Chambre Double,,Albert 1er,Albertville,,21
1692552772-37,01/05/2023,22/05/2023,23/05/2023,86,86,Chambre Double ou Lits Jumeaux Classique,,Le Roma,Albertville,,21
1692552772-38,01/05/2023,22/05/2023,23/05/2023,50,50,Chambre Lits Jumeaux,,Fasthotel Albertville,Albertville,,21
1692552772-39,01/05/2023,22/05/2023,23/05/2023,70,70,Chambre Triple,,ibis budget Albertville,Gilly-sur-Isère,,21
1692552772-40,01/05/2023,22/05/2023,23/05/2023,336,336,Chambre Double Deluxe avec Balcon,,Magic Megève Bois,Demi-Quartier,,21
1692552772-41,01/05/2023,22/05/2023,23/05/2023,101,101,Chambre Double Standard,,Brit Hotel Florimont,Saint-Ferréol,,21
1692552772-42,01/05/2023,22/05/2023,23/05/2023,220,220,Chambre Supérieure Double ou Twin avec Terrasse et Vue sur le Mont d'Arbois et le Mont-Blanc,,Hôtel Arbois Bettex,Saint-Gervais-les-Bains,,21
1692552772-43,01/05/2023,22/05/2023,23/05/2023,178,178,Chambre Double Confort,,"Hôtel Restaurant ""Les Sapins"" Wellness & Gourmet",Manigod,,21
1692552772-44,01/05/2023,22/05/2023,23/05/2023,113,113,Chambre Double - Vue sur Montagnes - 4,,Le Coin Savoyard,Combloux,,21
1692552772-45,01/05/2023,22/05/2023,23/05/2023,79,79,Chambre Double Standard,,"Hôtel de Genève , Faverges-Seythenex 74210, Haute Savoie",Faverges,,21
1692552772-46,01/05/2023,22/05/2023,23/05/2023,435,435,Suite Junior (2 Adultes),,Les Chalets-Hôtel de la Croix-Fry,Manigod,,21
1692552772-47,01/05/2023,22/05/2023,23/05/2023,63,63,Chambre Double Économique,,Hotel La Montagne,La Clusaz,,21
1692552772-48,01/05/2023,22/05/2023,23/05/2023,105,105,Chambre Double ou Lits Jumeaux,,St-Alban Hotel & Spa,La Clusaz,,21
1692552772-49,01/05/2023,22/05/2023,23/05/2023,100,100,Petite Chambre Double ou Lits Jumeaux avec Balcon,,Hotel Beauregard,La Clusaz,,21
1692552772-50,01/05/2023,22/05/2023,23/05/2023,77,77,Chambre Double - Mansardée,,Chalet Les Rhodos,Cordon,,21
1692552772-51,01/05/2023,22/05/2023,23/05/2023,64,64,Dortoir Mixte ,,Hôtel Maison Doron,Beaufort,,21
1692552772-52,01/05/2023,22/05/2023,23/05/2023,123,123,Chambre Lits Jumeaux,,Hôtel du Grand-Mont,Beaufort,,21
1692552772-53,01/05/2023,22/05/2023,23/05/2023,122,122,Chambre Quadruple Standard,,La Mollinière,Notre-Dame-de-Bellecombe,,21
1692552772-54,01/05/2023,22/05/2023,23/05/2023,82,82,Chambre Lits Jumeaux,,Auberge de Costaroche,Albertville,,21
1692552772-55,01/05/2023,22/05/2023,23/05/2023,138,138,Chambre Double Standard,,Au Coin Du Feu,Megève,,21
1692552772-56,01/05/2023,22/05/2023,23/05/2023,59,59,Chambre Lits Jumeaux Standard,,Hôtel Le Savoie,Albertville,,21
1692552772-57,01/05/2023,22/05/2023,23/05/2023,109,109,Chambre Lits Jumeaux Standard,,ibis Styles Albertville,Albertville,,21
1692552772-58,01/05/2023,22/05/2023,23/05/2023,123,123,Chambre Double ou Lits Jumeaux de Charme - Rez-de-Chaussée ,,Au Vieux Moulin,Megève,,21
1692552772-59,01/05/2023,22/05/2023,23/05/2023,141,141,Chambre Double Classique avec Canapé-Lit,,Novotel Megève Mont-Blanc,Megève,,21
1692552772-60,01/05/2023,22/05/2023,23/05/2023,94,94,Chambre Double avec Salle de Bains Privative,,Hôtel Flor'Alpes,La Giettaz,,21
1692552772-61,01/05/2023,22/05/2023,23/05/2023,93,93,Chambre Double,,Albert 1er,Albertville,,21
1692552772-62,01/05/2023,22/05/2023,23/05/2023,86,86,Chambre Double ou Lits Jumeaux Classique,,Le Roma,Albertville,,21
1692552772-63,01/05/2023,22/05/2023,23/05/2023,50,50,Chambre Lits Jumeaux,,Fasthotel Albertville,Albertville,,21
1692552772-64,01/05/2023,22/05/2023,23/05/2023,70,70,Chambre Triple,,ibis budget Albertville,Gilly-sur-Isère,,21
1692552772-65,01/05/2023,22/05/2023,23/05/2023,336,336,Chambre Double Deluxe avec Balcon,,Magic Megève Bois,Demi-Quartier,,21
1692552772-66,01/05/2023,22/05/2023,23/05/2023,101,101,Chambre Double Standard,,Brit Hotel Florimont,Saint-Ferréol,,21
1692552772-67,01/05/2023,22/05/2023,23/05/2023,220,220,Chambre Supérieure Double ou Twin avec Terrasse et Vue sur le Mont d'Arbois et le Mont-Blanc,,Hôtel Arbois Bettex,Saint-Gervais-les-Bains,,21
1692552772-68,01/05/2023,22/05/2023,23/05/2023,178,178,Chambre Double Confort,,"Hôtel Restaurant ""Les Sapins"" Wellness & Gourmet",Manigod,,21
1692552772-69,01/05/2023,22/05/2023,23/05/2023,113,113,Chambre Double - Vue sur Montagnes - 4,,Le Coin Savoyard,Combloux,,21
1692552772-70,01/05/2023,22/05/2023,23/05/2023,79,79,Chambre Double Standard,,"Hôtel de Genève , Faverges-Seythenex 74210, Haute Savoie",Faverges,,21
1692552772-71,01/05/2023,22/05/2023,23/05/2023,435,435,Suite Junior (2 Adultes),,Les Chalets-Hôtel de la Croix-Fry,Manigod,,21
1692552772-72,01/05/2023,22/05/2023,23/05/2023,63,63,Chambre Double Économique,,Hotel La Montagne,La Clusaz,,21
1692552772-73,01/05/2023,22/05/2023,23/05/2023,105,105,Chambre Double ou Lits Jumeaux,,St-Alban Hotel & Spa,La Clusaz,,21
1692552772-74,01/05/2023,22/05/2023,23/05/2023,100,100,Petite Chambre Double ou Lits Jumeaux avec Balcon,,Hotel Beauregard,La Clusaz,,21
1692552772-75,01/05/2023,22/05/2023,23/05/2023,77,77,Chambre Double - Mansardée,,Chalet Les Rhodos,Cordon,,21
1692552772-76,01/05/2023,22/05/2023,23/05/2023,81,81,Chambre Double,,Hôtel National,Cluses,,21
1692552772-77,01/05/2023,22/05/2023,23/05/2023,94,94,Chambre Double Confort,,Hôtel 4C,Cluses,,21
1692552772-78,01/05/2023,22/05/2023,23/05/2023,107,107,Chambre Double,,Edelweiss,Samoëns,,21
1692552772-79,01/05/2023,22/05/2023,23/05/2023,104,104,Chambre Double Économique,,Le Relais Du Mont Blanc,Magland,,21
1692552772-80,01/05/2023,22/05/2023,23/05/2023,164,164,Chambre Double Supérieure,,La Ferme Du Lac,Thyez,,21
1692552772-81,01/05/2023,22/05/2023,23/05/2023,69,69,Chambre Double,,Hotel Edelweiss,Magland,,21
1692552772-82,01/05/2023,22/05/2023,23/05/2023,160,160,Chambre Double Supérieure avec Douche,,La Croix de Savoie & Spa,Les Carroz d'Arâches,,21
1692552772-83,01/05/2023,22/05/2023,23/05/2023,129,129,Chambre Lits Jumeaux Standard,,Ibis Styles Sallanches Pays du Mont-Blanc,Sallanches,,21
1692552772-84,01/05/2023,22/05/2023,23/05/2023,81,81,Chambre Double Standard,,Ibis Hôtel Sallanches,Sallanches,,21
1692552772-85,01/05/2023,22/05/2023,23/05/2023,212,212,Chambre Double Classique (2 Adultes),,"Chalet-Hôtel La Marmotte, La Tapiaz & SPA, The Originals Relais (Hotel-Chalet de Tradition)",Les Gets,,21
1692552772-86,01/05/2023,22/05/2023,23/05/2023,67,67,Chambre Triple avec Lit Superposé,,Ibis Budget Sallanches,Sallanches,,21
1692552772-87,01/05/2023,22/05/2023,23/05/2023,106,106,Chambre Double ou Lits Jumeaux Classique,,Chamois d'Or Hotel,Les Gets,,21
1692552772-88,01/05/2023,22/05/2023,23/05/2023,145,145,Chambre Double - Vue sur Montagne,,Bellevue,Les Gets,,21
