web-scraper-order,date_price,date_debut,date_fin,prix_init,prix_actuel,typologie,n_offre,nom,localite,date_debut-jour,Nb semaines
1692651319-1,01/05/2023,28/08/2023,29/08/2023,88,88,Chambre Double ou Lits Jumeaux,,Hôtel le Christiania,Arêches,,35
1692651319-2,01/05/2023,28/08/2023,29/08/2023,145,145,Chambre Lits Jumeaux,,Le Calgary,Les Saisies,,35
1692651319-3,01/05/2023,28/08/2023,29/08/2023,74,74,Dortoir Mixte ,,Hôtel Maison Doron,Beaufort,,35
1692651319-4,01/05/2023,28/08/2023,29/08/2023,155,155,Chambre Double ou Lits Jumeaux,,Hôtel Les Ancolies à Arêches,Arêches,,35
1692651319-5,01/05/2023,28/08/2023,29/08/2023,111,111,Chambre Double - Vue sur Montagne,,Hôtel Viallet,Arêches,,35
1692651319-6,01/05/2023,28/08/2023,29/08/2023,82,82,Chambre Double - Vue sur Montagne,,Hotel Le Tetras,Notre-Dame-de-Bellecombe,,35
1692651319-7,01/05/2023,28/08/2023,29/08/2023,141,141,Chambre Double,,Chalet Hôtel du Mont-Charvin & Spa,Crest-Voland,,35
1692651319-8,01/05/2023,28/08/2023,29/08/2023,104,104,Chambre Double,,Le Caprice Des Neiges,Crest-Voland,,35
1692651319-9,01/05/2023,28/08/2023,29/08/2023,122,122,Chambre Quadruple Standard,,La Mollinière,Notre-Dame-de-Bellecombe,,35
1692651319-10,01/05/2023,28/08/2023,29/08/2023,128,128,Chambre Double Supérieure,,Les Chalets de La Griyotire,Praz-sur-Arly,,35
1692651319-11,01/05/2023,28/08/2023,29/08/2023,445,445,Appartement Village,,Flocons de Sel,Megève,,35
1692651319-12,01/05/2023,28/08/2023,29/08/2023,84,84,Chambre Lits Jumeaux Standard,,ULVF La Citadelle de Conflans,Albertville,,35
1692651319-13,01/05/2023,28/08/2023,29/08/2023,82,82,Chambre Lits Jumeaux,,Auberge de Costaroche,Albertville,,35
1692651319-14,01/05/2023,28/08/2023,29/08/2023,140,140,Chambre Double ou Lits Jumeaux,,Alp-Hôtel,Megève,,35
1692651319-15,01/05/2023,28/08/2023,29/08/2023,112,112,Chambre Double,,Hotel Sylvana,Megève,,35
