web-scraper-order,date_price,date_debut,date_fin,prix_init,prix_actuel,typologie,n_offre,nom,localite,date_debut-jour,Nb semaines
1692632161-1,01/05/2023,21/08/2023,22/08/2023,88,88,Chambre Double ou Lits Jumeaux,,Hôtel le Christiania,Arêches,,34
1692632161-2,01/05/2023,21/08/2023,22/08/2023,145,145,Chambre Lits Jumeaux,,Le Calgary,Les Saisies,,34
1692632161-3,01/05/2023,21/08/2023,22/08/2023,74,74,Dortoir Mixte ,,Hôtel Maison Doron,Beaufort,,34
1692632161-4,01/05/2023,21/08/2023,22/08/2023,155,155,Chambre Double ou Lits Jumeaux,,Hôtel Les Ancolies à Arêches,Arêches,,34
1692632161-5,01/05/2023,21/08/2023,22/08/2023,117,117,Chambre Double - Vue sur Montagne,,Hôtel Viallet,Arêches,,34
1692632161-6,01/05/2023,21/08/2023,22/08/2023,92,92,Chambre Double - Vue sur Montagne,,Hotel Le Tetras,Notre-Dame-de-Bellecombe,,34
1692632161-7,01/05/2023,21/08/2023,22/08/2023,141,141,Chambre Double,,Chalet Hôtel du Mont-Charvin & Spa,Crest-Voland,,34
1692632161-8,01/05/2023,21/08/2023,22/08/2023,104,104,Chambre Double,,Le Caprice Des Neiges,Crest-Voland,,34
1692632161-9,01/05/2023,21/08/2023,22/08/2023,122,122,Chambre Quadruple Standard,,La Mollinière,Notre-Dame-de-Bellecombe,,34
1692632161-10,01/05/2023,21/08/2023,22/08/2023,143,143,Chambre Double Standard,,Les Chalets de La Griyotire,Praz-sur-Arly,,34
1692632161-11,01/05/2023,21/08/2023,22/08/2023,544,544,Chambre Double Supérieure,,Flocons de Sel,Megève,,34
1692632161-12,01/05/2023,21/08/2023,22/08/2023,84,84,Chambre Lits Jumeaux Standard,,ULVF La Citadelle de Conflans,Albertville,,34
1692632161-13,01/05/2023,21/08/2023,22/08/2023,82,82,Chambre Lits Jumeaux,,Auberge de Costaroche,Albertville,,34
1692632161-14,01/05/2023,21/08/2023,22/08/2023,122,122,Chambre Double ou Lits Jumeaux,,Hotel Sylvana,Megève,,34
1692632161-15,01/05/2023,21/08/2023,22/08/2023,371,371,Chambre Double Classique,,"L'Alpaga, a Beaumier hotel",Megève,,34
1692632161-16,01/05/2023,21/08/2023,22/08/2023,210,210,Chambre Double ou Lits Jumeaux,,Hôtel La Grange d'Arly,Megève,,34
1692632161-17,01/05/2023,21/08/2023,22/08/2023,179,179,Chambre Double Standard,,Au Coin Du Feu,Megève,,34
1692632161-18,01/05/2023,21/08/2023,22/08/2023,59,59,Chambre Lits Jumeaux Standard,,Hôtel Le Savoie,Albertville,,34
1692632161-19,01/05/2023,21/08/2023,22/08/2023,125,125,Chambre Lits Jumeaux Standard,,ibis Styles Albertville,Albertville,,34
1692632161-20,01/05/2023,21/08/2023,22/08/2023,156,156,Chambre Double ou Lits Jumeaux de Charme - Rez-de-Chaussée ,,Au Vieux Moulin,Megève,,34
1692632161-21,01/05/2023,21/08/2023,22/08/2023,222,222,Chambre Double Confort,,Coeur de Megève,Megève,,34
1692632161-22,01/05/2023,21/08/2023,22/08/2023,173,173,Chambre Double Classique,,La Ferme du Golf,Megève,,34
1692632161-23,01/05/2023,21/08/2023,22/08/2023,210,210,Chambre Double Classique avec Canapé-Lit,,Novotel Megève Mont-Blanc,Megève,,34
1692632161-24,01/05/2023,21/08/2023,22/08/2023,415,415,Chambre Deluxe,,Grand Hotel Soleil d'Or,Megève,,34
1692632161-25,01/05/2023,21/08/2023,22/08/2023,338,338,Chambre Double/Lits Jumeaux,,M de Megève,Megève,,34
1692632161-26,01/05/2023,21/08/2023,22/08/2023,88,88,Chambre Double ou Lits Jumeaux,,Hôtel le Christiania,Arêches,,34
1692632161-27,01/05/2023,21/08/2023,22/08/2023,145,145,Chambre Lits Jumeaux,,Le Calgary,Les Saisies,,34
1692632161-28,01/05/2023,21/08/2023,22/08/2023,74,74,Dortoir Mixte ,,Hôtel Maison Doron,Beaufort,,34
1692632161-29,01/05/2023,21/08/2023,22/08/2023,155,155,Chambre Double ou Lits Jumeaux,,Hôtel Les Ancolies à Arêches,Arêches,,34
1692632161-30,01/05/2023,21/08/2023,22/08/2023,117,117,Chambre Double - Vue sur Montagne,,Hôtel Viallet,Arêches,,34
1692632161-31,01/05/2023,21/08/2023,22/08/2023,92,92,Chambre Double - Vue sur Montagne,,Hotel Le Tetras,Notre-Dame-de-Bellecombe,,34
1692632161-32,01/05/2023,21/08/2023,22/08/2023,141,141,Chambre Double,,Chalet Hôtel du Mont-Charvin & Spa,Crest-Voland,,34
1692632161-33,01/05/2023,21/08/2023,22/08/2023,104,104,Chambre Double,,Le Caprice Des Neiges,Crest-Voland,,34
1692632161-34,01/05/2023,21/08/2023,22/08/2023,122,122,Chambre Quadruple Standard,,La Mollinière,Notre-Dame-de-Bellecombe,,34
1692632161-35,01/05/2023,21/08/2023,22/08/2023,143,143,Chambre Double Standard,,Les Chalets de La Griyotire,Praz-sur-Arly,,34
1692632161-36,01/05/2023,21/08/2023,22/08/2023,544,544,Chambre Double Supérieure,,Flocons de Sel,Megève,,34
1692632161-37,01/05/2023,21/08/2023,22/08/2023,84,84,Chambre Lits Jumeaux Standard,,ULVF La Citadelle de Conflans,Albertville,,34
1692632161-38,01/05/2023,21/08/2023,22/08/2023,82,82,Chambre Lits Jumeaux,,Auberge de Costaroche,Albertville,,34
1692632161-39,01/05/2023,21/08/2023,22/08/2023,122,122,Chambre Double ou Lits Jumeaux,,Hotel Sylvana,Megève,,34
1692632161-40,01/05/2023,21/08/2023,22/08/2023,371,371,Chambre Double Classique,,"L'Alpaga, a Beaumier hotel",Megève,,34
1692632161-41,01/05/2023,21/08/2023,22/08/2023,210,210,Chambre Double ou Lits Jumeaux,,Hôtel La Grange d'Arly,Megève,,34
1692632161-42,01/05/2023,21/08/2023,22/08/2023,179,179,Chambre Double Standard,,Au Coin Du Feu,Megève,,34
1692632161-43,01/05/2023,21/08/2023,22/08/2023,59,59,Chambre Lits Jumeaux Standard,,Hôtel Le Savoie,Albertville,,34
1692632161-44,01/05/2023,21/08/2023,22/08/2023,125,125,Chambre Lits Jumeaux Standard,,ibis Styles Albertville,Albertville,,34
1692632161-45,01/05/2023,21/08/2023,22/08/2023,156,156,Chambre Double ou Lits Jumeaux de Charme - Rez-de-Chaussée ,,Au Vieux Moulin,Megève,,34
1692632161-46,01/05/2023,21/08/2023,22/08/2023,222,222,Chambre Double Confort,,Coeur de Megève,Megève,,34
1692632161-47,01/05/2023,21/08/2023,22/08/2023,173,173,Chambre Double Classique,,La Ferme du Golf,Megève,,34
1692632161-48,01/05/2023,21/08/2023,22/08/2023,210,210,Chambre Double Classique avec Canapé-Lit,,Novotel Megève Mont-Blanc,Megève,,34
1692632161-49,01/05/2023,21/08/2023,22/08/2023,415,415,Chambre Deluxe,,Grand Hotel Soleil d'Or,Megève,,34
1692632161-50,01/05/2023,21/08/2023,22/08/2023,338,338,Chambre Double/Lits Jumeaux,,M de Megève,Megève,,34
1692632161-51,01/05/2023,21/08/2023,22/08/2023,432,432,Chambre Double Classique,,Fer à Cheval,Megève,,34
1692632161-52,01/05/2023,21/08/2023,22/08/2023,93,93,Chambre Double,,Albert 1er,Albertville,,34
1692632161-53,01/05/2023,21/08/2023,22/08/2023,710,710,Chambre Lit King-Size Supérieure,,Four Seasons Hotel Megeve,Megève,,34
1692632161-54,01/05/2023,21/08/2023,22/08/2023,446,446,Chambre Double Club,,Le Chalet Blanc,Megève,,34
1692632161-55,01/05/2023,21/08/2023,22/08/2023,195,195,Chambre Double avec Terrasse,,Les Loges Blanches,Megève,,34
1692632161-56,01/05/2023,21/08/2023,22/08/2023,94,94,Chambre Double ou Lits Jumeaux Classique,,Le Roma,Albertville,,34
1692632161-57,01/05/2023,21/08/2023,22/08/2023,50,50,Chambre Lits Jumeaux,,Fasthotel Albertville,Albertville,,34
1692632161-58,01/05/2023,21/08/2023,22/08/2023,199,199,Chambre Double,,Mamie Megève,Megève,,34
1692632161-59,01/05/2023,21/08/2023,22/08/2023,310,310,Chambre Deluxe,,Zannier Hotels Le Chalet,Megève,,34
1692632161-60,01/05/2023,21/08/2023,22/08/2023,62,62,Chambre Double avec Toilettes Communes,,Relais Du Charvin,Le Bouchet-Mont Charvin,,34
1692632161-61,01/05/2023,21/08/2023,22/08/2023,194,194,Chambre Double ou Lits Jumeaux,,"Chalet-Hôtel La Chemenaz, The Originals Relais (Hotel-Chalet de Tradition)",Les Contamines-Montjoie,,34
1692632161-62,01/05/2023,21/08/2023,22/08/2023,77,77,Chambre Triple,,ibis budget Albertville,Gilly-sur-Isère,,34
1692632161-63,01/05/2023,21/08/2023,22/08/2023,445,445,Chambre Double Deluxe avec Balcon,,Magic Megève Bois,Demi-Quartier,,34
