web-scraper-order,date_price,date_debut,date_fin,prix_init,prix_actuel,typologie,n_offre,nom,localite,date_debut-jour,Nb semaines
1692690488-1,24/04/2023,05/08/2023,12/08/2023,742,742,Chambre Double Deluxe,,Hôtel Chalet Le Caribou,Les Saisies,,31
1692690488-2,24/04/2023,05/08/2023,12/08/2023,700,700,Chambre Double ou Lits Jumeaux,,Hôtel le Christiania,Arêches,,31
1692690488-3,24/04/2023,05/08/2023,12/08/2023,1170,1170,Chambre Lits Jumeaux,,Le Calgary,Les Saisies,,31
1692690488-4,24/04/2023,05/08/2023,12/08/2023,826,802,Chambre Double,,Hôtel Maison Doron,Beaufort,,31
1692690488-5,24/04/2023,05/08/2023,12/08/2023,1086,1086,Chambre Double ou Lits Jumeaux,,Hôtel Les Ancolies à Arêches,Arêches,,31
1692690488-6,24/04/2023,05/08/2023,12/08/2023,819,819,Chambre Double - Vue sur Montagne,,Hôtel Viallet,Arêches,,31
1692690488-7,24/04/2023,05/08/2023,12/08/2023,643,643,Chambre Double - Vue sur Montagne,,Hotel Le Tetras,Notre-Dame-de-Bellecombe,,31
1692690488-8,24/04/2023,05/08/2023,12/08/2023,996,967,Chambre Double,,Chalet Hôtel du Mont-Charvin & Spa,Crest-Voland,,31
1692690488-9,24/04/2023,05/08/2023,12/08/2023,728,728,Chambre Lits Jumeaux,,Le Caprice Des Neiges,Crest-Voland,,31
1692690488-10,24/04/2023,05/08/2023,12/08/2023,853,853,Chambre Quadruple Standard,,La Mollinière,Notre-Dame-de-Bellecombe,,31
1692690488-11,24/04/2023,05/08/2023,12/08/2023,1078,1046,Chambre Double Supérieure,,Les Chalets de La Griyotire,Praz-sur-Arly,,31
1692690488-12,24/04/2023,05/08/2023,12/08/2023,1222,1185,Chambre Triple (2 Adultes),,Belambra Clubs Praz-sur-Arly - L'Alisier,Praz-sur-Arly,,31
1692690488-13,24/04/2023,05/08/2023,12/08/2023,588,571,Chambre Lits Jumeaux Standard,,ULVF La Citadelle de Conflans,Albertville,,31
1692690488-14,24/04/2023,05/08/2023,12/08/2023,573,556,Chambre Lits Jumeaux,,Auberge de Costaroche,Albertville,,31
1692690488-15,24/04/2023,05/08/2023,12/08/2023,979,979,Chambre Double ou Lits Jumeaux,,Alp-Hôtel,Megève,,31
1692690488-16,24/04/2023,05/08/2023,12/08/2023,1848,1848,Chambre Double - Vue sur Montagne,,Hôtel Vacances Bleues Les Chalets du Prariand,Megève,,31
1692690488-17,24/04/2023,05/08/2023,12/08/2023,851,825,Chambre Double,,Hotel Sylvana,Megève,,31
1692690488-18,24/04/2023,05/08/2023,12/08/2023,2849,2849,Chambre Double Classique,,"L'Alpaga, a Beaumier hotel",Megève,,31
1692690488-19,24/04/2023,05/08/2023,12/08/2023,434,434,Chambre Lits Jumeaux Standard,,Hôtel Le Savoie,Albertville,,31
