web-scraper-order,date_price,date_debut,date_fin,prix_init,prix_actuel,typologie,n_offre,nom,localite,date_debut-jour,Nb semaines
1692628510-1,24/04/2023,17/06/2023,20/06/2023,236,236,Chambre Double Standard,,Hôtel Chalet Le Caribou,Les Saisies,,24
1692628510-2,24/04/2023,17/06/2023,20/06/2023,264,264,Chambre Double ou Lits Jumeaux,,Hôtel le Christiania,Arêches,,24
1692628510-3,24/04/2023,17/06/2023,20/06/2023,469,469,Chambre Triple,,Le Calgary,Les Saisies,,24
1692628510-4,24/04/2023,17/06/2023,20/06/2023,600,552,Chambre Familiale,,Hôtel Maison Doron,Beaufort,,24
1692628510-5,24/04/2023,17/06/2023,20/06/2023,368,368,Chambre Double Supérieure,,Hôtel Viallet,Arêches,,24
1692628510-6,24/04/2023,17/06/2023,20/06/2023,558,558,Chambre sur la Montagne,,"La Ferme du Chozal, The Originals Relais",Hauteluce,,24
1692628510-7,24/04/2023,17/06/2023,20/06/2023,245,245,Chambre Double - Vue sur Montagne,,Hotel Le Tetras,Notre-Dame-de-Bellecombe,,24
1692628510-8,24/04/2023,17/06/2023,20/06/2023,441,441,Chambre Quadruple,,Le Caprice Des Neiges,Crest-Voland,,24
1692628510-9,24/04/2023,17/06/2023,20/06/2023,434,399,Suite Junior,,Les Chalets de La Griyotire,Praz-sur-Arly,,24
1692628510-10,24/04/2023,17/06/2023,20/06/2023,252,232,Chambre Lits Jumeaux Standard,,ULVF La Citadelle de Conflans,Albertville,,24
1692628510-11,24/04/2023,17/06/2023,20/06/2023,245,226,Chambre Lits Jumeaux,,Auberge de Costaroche,Albertville,,24
1692628510-12,24/04/2023,17/06/2023,20/06/2023,213,213,Chambre Double,,Hôtel Le Savoie,Albertville,,24
1692628510-13,24/04/2023,17/06/2023,20/06/2023,333,333,Chambre Lits Jumeaux Standard,,ibis Styles Albertville,Albertville,,24
1692628510-14,24/04/2023,17/06/2023,20/06/2023,402,371,Chambre Double ou Lits Jumeaux de Charme - Rez-de-Chaussée ,,Au Vieux Moulin,Megève,,24
1692628510-15,24/04/2023,17/06/2023,20/06/2023,626,577,Chambre Double Confort,,Coeur de Megève,Megève,,24
1692628510-16,24/04/2023,17/06/2023,20/06/2023,434,400,Chambre Triple Classique,,La Ferme du Golf,Megève,,24
1692628510-17,24/04/2023,17/06/2023,20/06/2023,411,411,Chambre Double Classique avec Canapé-Lit,,Novotel Megève Mont-Blanc,Megève,,24
