web-scraper-order,date_price,date_debut,date_fin,prix_init,prix_actuel,typologie,n_offre,nom,localite,date_debut-jour,Nb semaines
1692623140-1,24/04/2023,19/08/2023,22/08/2023,236,236,Chambre Double Standard,,Hôtel Chalet Le Caribou,Les Saisies,,33
1692623140-2,24/04/2023,19/08/2023,22/08/2023,288,288,Chambre Double ou Lits Jumeaux,,Hôtel le Christiania,Arêches,,33
1692623140-3,24/04/2023,19/08/2023,22/08/2023,458,458,Chambre Lits Jumeaux,,Le Calgary,Les Saisies,,33
1692623140-4,24/04/2023,19/08/2023,22/08/2023,354,337,Chambre Double,,Hôtel Maison Doron,Beaufort,,33
1692623140-5,24/04/2023,19/08/2023,22/08/2023,466,466,Chambre Double ou Lits Jumeaux,,Hôtel Les Ancolies à Arêches,Arêches,,33
1692623140-6,24/04/2023,19/08/2023,22/08/2023,351,351,Chambre Double - Vue sur Montagne,,Hôtel Viallet,Arêches,,33
1692623140-7,24/04/2023,19/08/2023,22/08/2023,275,275,Chambre Double - Vue sur Montagne,,Hotel Le Tetras,Notre-Dame-de-Bellecombe,,33
1692623140-8,24/04/2023,19/08/2023,22/08/2023,433,412,Chambre Double,,Chalet Hôtel du Mont-Charvin & Spa,Crest-Voland,,33
1692623140-9,24/04/2023,19/08/2023,22/08/2023,312,312,Chambre Double,,Le Caprice Des Neiges,Crest-Voland,,33
1692623140-10,24/04/2023,19/08/2023,22/08/2023,365,365,Chambre Quadruple Standard,,La Mollinière,Notre-Dame-de-Bellecombe,,33
1692623140-11,24/04/2023,19/08/2023,22/08/2023,429,408,Chambre Double Standard,,Les Chalets de La Griyotire,Praz-sur-Arly,,33
1692623140-12,24/04/2023,19/08/2023,22/08/2023,2215,2105,Chambre Double Deluxe,,Flocons de Sel,Megève,,33
1692623140-13,24/04/2023,19/08/2023,22/08/2023,252,240,Chambre Lits Jumeaux Standard,,ULVF La Citadelle de Conflans,Albertville,,33
1692623140-14,24/04/2023,19/08/2023,22/08/2023,245,234,Chambre Lits Jumeaux,,Auberge de Costaroche,Albertville,,33
