web-scraper-order,date_price,date_debut,date_fin,prix_init,prix_actuel,typologie,n_offre,nom,localite,date_debut-jour,Nb semaines
1692568825-1,24/04/2023,29/04/2023,02/05/2023,645,645,Appartement (4-6 Adultes),,Les Chalets de La Griyotire,Praz-sur-Arly,,17
1692568825-2,24/04/2023,29/04/2023,02/05/2023,270,270,Chambre Lits Jumeaux Standard,,ULVF La Citadelle de Conflans,Albertville,,17
1692568825-3,24/04/2023,29/04/2023,02/05/2023,398,398,Chambre Simple,,Auberge de Costaroche,Albertville,,17
1692568825-4,24/04/2023,29/04/2023,02/05/2023,537,537,Chambre Double Supérieure,,Hotel Million,Albertville,,17
1692568825-5,24/04/2023,29/04/2023,02/05/2023,513,513,Chambre Double ou Lits Jumeaux Confort ,,Au Coin Du Feu,Megève,,17
1692568825-6,24/04/2023,29/04/2023,02/05/2023,188,188,Chambre Double,,Hôtel Le Savoie,Albertville,,17
1692568825-7,24/04/2023,29/04/2023,02/05/2023,328,328,Chambre Lits Jumeaux Standard,,ibis Styles Albertville,Albertville,,17
1692568825-8,24/04/2023,29/04/2023,02/05/2023,495,495,Chambre Double Classique avec Canapé-Lit,,Novotel Megève Mont-Blanc,Megève,,17
1692568825-9,24/04/2023,29/04/2023,02/05/2023,299,299,Chambre Double avec Salle de Bains Privative,,Hôtel Flor'Alpes,La Giettaz,,17
1692568825-10,24/04/2023,29/04/2023,02/05/2023,299,299,Chambre Double,,Albert 1er,Albertville,,17
1692568825-11,24/04/2023,29/04/2023,02/05/2023,244,244,Chambre Double ou Lits Jumeaux Classique,,Le Roma,Albertville,,17
1692568825-12,24/04/2023,29/04/2023,02/05/2023,151,151,Chambre Double,,Fasthotel Albertville,Albertville,,17
1692568825-13,24/04/2023,29/04/2023,02/05/2023,1226,1146,Chambre Double Deluxe avec Balcon,,Magic Megève Bois,Demi-Quartier,,17
1692568825-14,24/04/2023,29/04/2023,02/05/2023,294,294,Chambre Double Standard,,Brit Hotel Florimont,Saint-Ferréol,,17
1692568825-15,24/04/2023,29/04/2023,02/05/2023,746,746,Chambre Supérieure Double ou Twin avec Terrasse et Vue sur le Mont d'Arbois et le Mont-Blanc,,Hôtel Arbois Bettex,Saint-Gervais-les-Bains,,17
1692568825-16,24/04/2023,29/04/2023,02/05/2023,489,489,Chambre Double - Vue sur Piscine - 8,,Le Coin Savoyard,Combloux,,17
1692568825-17,24/04/2023,29/04/2023,02/05/2023,257,257,Chambre Double Confort,,"Hôtel de Genève , Faverges-Seythenex 74210, Haute Savoie",Faverges,,17
1692568825-18,24/04/2023,29/04/2023,02/05/2023,337,337,Chambre Double Classique,,Hotel Du Parc - Manoir Du Baron Blanc,Faverges,,17
1692568825-19,24/04/2023,29/04/2023,02/05/2023,1304,1304,Suite Junior (2 Adultes),,Les Chalets-Hôtel de la Croix-Fry,Manigod,,17
1692568825-20,24/04/2023,29/04/2023,02/05/2023,530,530,Chambre Double avec Balcon,,Hotel Beauregard,La Clusaz,,17
1692568825-21,24/04/2023,29/04/2023,02/05/2023,325,325,Chambre Double - Mansardée,,Chalet Les Rhodos,Cordon,,17
1692568825-22,24/04/2023,29/04/2023,02/05/2023,234,234,Chambre Double Économique,,Hotel Christiania,La Clusaz,,17
1692568825-23,24/04/2023,29/04/2023,02/05/2023,1069,1069,Suite,,Chalet-Hôtel Inarpa,La Clusaz,,17
1692568825-24,24/04/2023,29/04/2023,02/05/2023,577,577,Chambre Double Supérieure,,Le Saint Gervais Hotel & Spa Handwritten Collection,Saint-Gervais-les-Bains,,17
