web-scraper-order,date_price,date_debut,date_fin,prix_init,prix_actuel,typologie,n_offre,nom,localite,date_debut-jour,Nb semaines
1692639264-1,24/04/2023,18/06/2023,21/06/2023,236,236,Chambre Double Standard,,Hôtel Chalet Le Caribou,Les Saisies,,24
1692639264-2,24/04/2023,18/06/2023,21/06/2023,264,264,Chambre Double ou Lits Jumeaux,,Hôtel le Christiania,Arêches,,24
1692639264-3,24/04/2023,18/06/2023,21/06/2023,469,469,Chambre Triple,,Le Calgary,Les Saisies,,24
1692639264-4,24/04/2023,18/06/2023,21/06/2023,354,344,Chambre Double,,Hôtel Maison Doron,Beaufort,,24
1692639264-5,24/04/2023,18/06/2023,21/06/2023,466,466,Chambre Double ou Lits Jumeaux,,Hôtel Les Ancolies à Arêches,Arêches,,24
1692639264-6,24/04/2023,18/06/2023,21/06/2023,368,368,Chambre Double Supérieure,,Hôtel Viallet,Arêches,,24
1692639264-7,24/04/2023,18/06/2023,21/06/2023,519,519,Chambre sur la Montagne,,"La Ferme du Chozal, The Originals Relais",Hauteluce,,24
1692639264-8,24/04/2023,18/06/2023,21/06/2023,245,245,Chambre Double - Vue sur Montagne,,Hotel Le Tetras,Notre-Dame-de-Bellecombe,,24
1692639264-9,24/04/2023,18/06/2023,21/06/2023,429,429,Chambre Quadruple,,Le Caprice Des Neiges,Crest-Voland,,24
1692639264-10,24/04/2023,18/06/2023,21/06/2023,365,365,Chambre Quadruple Standard,,La Mollinière,Notre-Dame-de-Bellecombe,,24
1692639264-11,24/04/2023,18/06/2023,21/06/2023,342,332,Chambre Double Standard,,Les Chalets de La Griyotire,Praz-sur-Arly,,24
1692639264-12,24/04/2023,18/06/2023,21/06/2023,1335,1295,Appartement Village,,Flocons de Sel,Megève,,24
1692639264-13,24/04/2023,18/06/2023,21/06/2023,252,245,Chambre Lits Jumeaux Standard,,ULVF La Citadelle de Conflans,Albertville,,24
1692639264-14,24/04/2023,18/06/2023,21/06/2023,245,238,Chambre Lits Jumeaux,,Auberge de Costaroche,Albertville,,24
1692639264-15,24/04/2023,18/06/2023,21/06/2023,846,846,Chambre Double Classique,,"L'Alpaga, a Beaumier hotel",Megève,,24
1692639264-16,24/04/2023,18/06/2023,21/06/2023,275,275,Chambre Familiale,,Hôtel Le Savoie,Albertville,,24
1692639264-17,24/04/2023,18/06/2023,21/06/2023,328,328,Chambre Lits Jumeaux Standard,,ibis Styles Albertville,Albertville,,24
1692639264-18,24/04/2023,18/06/2023,21/06/2023,332,322,Chambre Double Classique,,La Ferme du Golf,Megève,,24
1692639264-19,24/04/2023,18/06/2023,21/06/2023,371,371,Chambre Double Classique avec Canapé-Lit,,Novotel Megève Mont-Blanc,Megève,,24
1692639264-20,24/04/2023,18/06/2023,21/06/2023,396,384,Chambre Double ou Lits Jumeaux de Charme - Rez-de-Chaussée ,,Au Vieux Moulin,Megève,,24
1692639264-21,24/04/2023,18/06/2023,21/06/2023,642,642,Chambre Double Club,,Hotel Mont Blanc Megève,Megève,,24
1692639264-22,24/04/2023,18/06/2023,21/06/2023,372,361,Suite - Vue sur Montagne,,Hôtel Flor'Alpes,La Giettaz,,24
1692639264-23,24/04/2023,18/06/2023,21/06/2023,606,588,Chambre Double Confort,,Coeur de Megève,Megève,,24
1692639264-24,24/04/2023,18/06/2023,21/06/2023,963,963,Chambre Deluxe,,Grand Hotel Soleil d'Or,Megève,,24
1692639264-25,24/04/2023,18/06/2023,21/06/2023,289,280,Chambre Double,,Albert 1er,Albertville,,24
1692639264-26,24/04/2023,18/06/2023,21/06/2023,236,236,Chambre Double Standard,,Hôtel Chalet Le Caribou,Les Saisies,,24
1692639264-27,24/04/2023,18/06/2023,21/06/2023,264,264,Chambre Double ou Lits Jumeaux,,Hôtel le Christiania,Arêches,,24
1692639264-28,24/04/2023,18/06/2023,21/06/2023,469,469,Chambre Triple,,Le Calgary,Les Saisies,,24
1692639264-29,24/04/2023,18/06/2023,21/06/2023,354,344,Chambre Double,,Hôtel Maison Doron,Beaufort,,24
1692639264-30,24/04/2023,18/06/2023,21/06/2023,466,466,Chambre Double ou Lits Jumeaux,,Hôtel Les Ancolies à Arêches,Arêches,,24
1692639264-31,24/04/2023,18/06/2023,21/06/2023,368,368,Chambre Double Supérieure,,Hôtel Viallet,Arêches,,24
1692639264-32,24/04/2023,18/06/2023,21/06/2023,519,519,Chambre sur la Montagne,,"La Ferme du Chozal, The Originals Relais",Hauteluce,,24
1692639264-33,24/04/2023,18/06/2023,21/06/2023,245,245,Chambre Double - Vue sur Montagne,,Hotel Le Tetras,Notre-Dame-de-Bellecombe,,24
