web-scraper-order,date_price,date_debut,date_fin,prix_init,prix_actuel,typologie,n_offre,nom,localite,date_debut-jour,Nb semaines
1692636388-1,24/04/2023,20/08/2023,23/08/2023,236,236,Chambre Double Standard,,Hôtel Chalet Le Caribou,Les Saisies,,33
1692636388-2,24/04/2023,20/08/2023,23/08/2023,276,276,Chambre Double ou Lits Jumeaux,,Hôtel le Christiania,Arêches,,33
1692636388-3,24/04/2023,20/08/2023,23/08/2023,436,436,Chambre Lits Jumeaux,,Le Calgary,Les Saisies,,33
1692636388-4,24/04/2023,20/08/2023,23/08/2023,354,354,Chambre Double,,Hôtel Maison Doron,Beaufort,,33
1692636388-5,24/04/2023,20/08/2023,23/08/2023,466,466,Chambre Double ou Lits Jumeaux,,Hôtel Les Ancolies à Arêches,Arêches,,33
1692636388-6,24/04/2023,20/08/2023,23/08/2023,351,351,Chambre Double - Vue sur Montagne,,Hôtel Viallet,Arêches,,33
1692636388-7,24/04/2023,20/08/2023,23/08/2023,275,275,Chambre Double - Vue sur Montagne,,Hotel Le Tetras,Notre-Dame-de-Bellecombe,,33
1692636388-8,24/04/2023,20/08/2023,23/08/2023,422,422,Chambre Double,,Chalet Hôtel du Mont-Charvin & Spa,Crest-Voland,,33
1692636388-9,24/04/2023,20/08/2023,23/08/2023,312,312,Chambre Double,,Le Caprice Des Neiges,Crest-Voland,,33
1692636388-10,24/04/2023,20/08/2023,23/08/2023,365,365,Chambre Quadruple Standard,,La Mollinière,Notre-Dame-de-Bellecombe,,33
1692636388-11,24/04/2023,20/08/2023,23/08/2023,429,429,Chambre Double Standard,,Les Chalets de La Griyotire,Praz-sur-Arly,,33
1692636388-12,24/04/2023,20/08/2023,23/08/2023,1698,1698,Appartement Village,,Flocons de Sel,Megève,,33
1692636388-13,24/04/2023,20/08/2023,23/08/2023,252,252,Chambre Lits Jumeaux Standard,,ULVF La Citadelle de Conflans,Albertville,,33
1692636388-14,24/04/2023,20/08/2023,23/08/2023,245,245,Chambre Lits Jumeaux,,Auberge de Costaroche,Albertville,,33
1692636388-15,24/04/2023,20/08/2023,23/08/2023,1113,1113,Chambre Double Classique,,"L'Alpaga, a Beaumier hotel",Megève,,33
1692636388-16,24/04/2023,20/08/2023,23/08/2023,747,747,Chambre Triple,,Hôtel La Grange d'Arly,Megève,,33
1692636388-17,24/04/2023,20/08/2023,23/08/2023,1116,1116,Suite - Dernier Étage,,Au Coin Du Feu,Megève,,33
1692636388-18,24/04/2023,20/08/2023,23/08/2023,178,178,Chambre Lits Jumeaux Standard,,Hôtel Le Savoie,Albertville,,33
1692636388-19,24/04/2023,20/08/2023,23/08/2023,380,380,Chambre Lits Jumeaux Standard,,ibis Styles Albertville,Albertville,,33
1692636388-20,24/04/2023,20/08/2023,23/08/2023,500,500,Chambre Double ou Lits Jumeaux de Charme - Rez-de-Chaussée ,,Au Vieux Moulin,Megève,,33
1692636388-21,24/04/2023,20/08/2023,23/08/2023,792,675,Chambre Standard,,Hôtel Chalet Saint-Georges,Megève,,33
1692636388-22,24/04/2023,20/08/2023,23/08/2023,686,686,Chambre Double Confort,,Coeur de Megève,Megève,,33
1692636388-23,24/04/2023,20/08/2023,23/08/2023,494,494,Chambre Double Classique,,La Ferme du Golf,Megève,,33
1692636388-24,24/04/2023,20/08/2023,23/08/2023,1245,1245,Chambre Deluxe,,Grand Hotel Soleil d'Or,Megève,,33
1692636388-25,24/04/2023,20/08/2023,23/08/2023,942,942,Chambre Double Classique,,Hotel Mont Blanc Megève,Megève,,33
1692636388-26,24/04/2023,20/08/2023,23/08/2023,236,236,Chambre Double Standard,,Hôtel Chalet Le Caribou,Les Saisies,,33
1692636388-27,24/04/2023,20/08/2023,23/08/2023,276,276,Chambre Double ou Lits Jumeaux,,Hôtel le Christiania,Arêches,,33
