web-scraper-order,date_price,date_debut,date_fin,prix_init,prix_actuel,typologie,n_offre,nom,localite,date_debut-jour,Nb semaines
1692637058-1,24/04/2023,18/08/2023,21/08/2023,236,236,Chambre Double Standard,,Hôtel Chalet Le Caribou,Les Saisies,,33
1692637058-2,24/04/2023,18/08/2023,21/08/2023,300,300,Chambre Double ou Lits Jumeaux,,Hôtel le Christiania,Arêches,,33
1692637058-3,24/04/2023,18/08/2023,21/08/2023,480,480,Chambre Lits Jumeaux,,Le Calgary,Les Saisies,,33
1692637058-4,24/04/2023,18/08/2023,21/08/2023,354,354,Chambre Double,,Hôtel Maison Doron,Beaufort,,33
1692637058-5,24/04/2023,18/08/2023,21/08/2023,436,436,Chambre Double ou Lits Jumeaux,,Hôtel Les Ancolies à Arêches,Arêches,,33
1692637058-6,24/04/2023,18/08/2023,21/08/2023,351,351,Chambre Double - Vue sur Montagne,,Hôtel Viallet,Arêches,,33
1692637058-7,24/04/2023,18/08/2023,21/08/2023,275,275,Chambre Double - Vue sur Montagne,,Hotel Le Tetras,Notre-Dame-de-Bellecombe,,33
1692637058-8,24/04/2023,18/08/2023,21/08/2023,433,433,Chambre Double,,Chalet Hôtel du Mont-Charvin & Spa,Crest-Voland,,33
1692637058-9,24/04/2023,18/08/2023,21/08/2023,312,312,Chambre Double,,Le Caprice Des Neiges,Crest-Voland,,33
1692637058-10,24/04/2023,18/08/2023,21/08/2023,365,365,Chambre Quadruple Standard,,La Mollinière,Notre-Dame-de-Bellecombe,,33
1692637058-11,24/04/2023,18/08/2023,21/08/2023,587,587,Chambre Familiale Mezzanine - 2 Adultes + 2 Enfants,,Les Chalets de La Griyotire,Praz-sur-Arly,,33
1692637058-12,24/04/2023,18/08/2023,21/08/2023,2358,2358,Chambre Double Deluxe,,Flocons de Sel,Megève,,33
1692637058-13,24/04/2023,18/08/2023,21/08/2023,252,252,Chambre Lits Jumeaux Standard,,ULVF La Citadelle de Conflans,Albertville,,33
1692637058-14,24/04/2023,18/08/2023,21/08/2023,245,245,Chambre Lits Jumeaux,,Auberge de Costaroche,Albertville,,33
1692637058-15,24/04/2023,18/08/2023,21/08/2023,1113,1113,Chambre Double Classique,,"L'Alpaga, a Beaumier hotel",Megève,,33
1692637058-16,24/04/2023,18/08/2023,21/08/2023,779,779,Chambre Triple,,Hôtel La Grange d'Arly,Megève,,33
1692637058-17,24/04/2023,18/08/2023,21/08/2023,196,196,Chambre Lits Jumeaux Standard,,Hôtel Le Savoie,Albertville,,33
1692637058-18,24/04/2023,18/08/2023,21/08/2023,401,401,Chambre Lits Jumeaux Standard,,ibis Styles Albertville,Albertville,,33
1692637058-19,24/04/2023,18/08/2023,21/08/2023,1056,1056,Suite,,Au Vieux Moulin,Megève,,33
1692637058-20,24/04/2023,18/08/2023,21/08/2023,832,832,Chambre Standard,,Hôtel Chalet Saint-Georges,Megève,,33
1692637058-21,24/04/2023,18/08/2023,21/08/2023,824,824,Chambre Double Confort,,Coeur de Megève,Megève,,33
1692637058-22,24/04/2023,18/08/2023,21/08/2023,566,566,Chambre Double Classique,,La Ferme du Golf,Megève,,33
