web-scraper-order,date_price,date_debut,date_fin,prix_init,prix_actuel,typologie,n_offre,nom,localite,date_debut-jour,Nb semaines
1692652496-1,24/04/2023,25/06/2023,28/06/2023,236,236,Chambre Double Standard,,Hôtel Chalet Le Caribou,Les Saisies,,25
1692652496-2,24/04/2023,25/06/2023,28/06/2023,469,469,Chambre Lits Jumeaux - Vue sur Montagne,,Le Calgary,Les Saisies,,25
1692652496-3,24/04/2023,25/06/2023,28/06/2023,423,423,Petite Chambre Double,,Hôtel Maison Doron,Beaufort,,25
1692652496-4,24/04/2023,25/06/2023,28/06/2023,380,380,Chambre Lits Jumeaux,,Hôtel du Grand-Mont,Beaufort,,25
1692652496-5,24/04/2023,25/06/2023,28/06/2023,937,937,Suite avec Balcon,,Hôtel Les Ancolies à Arêches,Arêches,,25
1692652496-6,24/04/2023,25/06/2023,28/06/2023,368,368,Chambre Lits Jumeaux,,Hôtel Viallet,Arêches,,25
1692652496-7,24/04/2023,25/06/2023,28/06/2023,519,519,Chambre sur la Montagne,,"La Ferme du Chozal, The Originals Relais",Hauteluce,,25
1692652496-8,24/04/2023,25/06/2023,28/06/2023,245,245,Chambre Double - Vue sur Montagne,,Hotel Le Tetras,Notre-Dame-de-Bellecombe,,25
1692652496-9,24/04/2023,25/06/2023,28/06/2023,384,384,Chambre Triple,,Le Caprice Des Neiges,Crest-Voland,,25
1692652496-10,24/04/2023,25/06/2023,28/06/2023,365,365,Chambre Quadruple Standard,,La Mollinière,Notre-Dame-de-Bellecombe,,25
1692652496-11,24/04/2023,25/06/2023,28/06/2023,342,342,Chambre Double Standard,,Les Chalets de La Griyotire,Praz-sur-Arly,,25
1692652496-12,24/04/2023,25/06/2023,28/06/2023,1335,1335,Appartement Village,,Flocons de Sel,Megève,,25
1692652496-13,24/04/2023,25/06/2023,28/06/2023,252,252,Chambre Lits Jumeaux Standard,,ULVF La Citadelle de Conflans,Albertville,,25
1692652496-14,24/04/2023,25/06/2023,28/06/2023,348,348,Chambre Double - Vue sur Montagne,,Hôtel Vacances Bleues Les Chalets du Prariand,Megève,,25
1692652496-15,24/04/2023,25/06/2023,28/06/2023,245,245,Chambre Lits Jumeaux,,Auberge de Costaroche,Albertville,,25
1692652496-16,24/04/2023,25/06/2023,28/06/2023,846,846,Chambre Double Classique,,"L'Alpaga, a Beaumier hotel",Megève,,25
1692652496-17,24/04/2023,25/06/2023,28/06/2023,178,178,Chambre Lits Jumeaux Standard,,Hôtel Le Savoie,Albertville,,25
1692652496-18,24/04/2023,25/06/2023,28/06/2023,328,328,Chambre Lits Jumeaux Standard,,ibis Styles Albertville,Albertville,,25
1692652496-19,24/04/2023,25/06/2023,28/06/2023,396,396,Chambre Double ou Lits Jumeaux de Charme - Rez-de-Chaussée ,,Au Vieux Moulin,Megève,,25
1692652496-20,24/04/2023,25/06/2023,28/06/2023,606,606,Chambre Double Confort,,Coeur de Megève,Megève,,25
1692652496-21,24/04/2023,25/06/2023,28/06/2023,478,478,Chambre Triple Classique,,La Ferme du Golf,Megève,,25
1692652496-22,24/04/2023,25/06/2023,28/06/2023,431,431,Chambre Lits Jumeaux Classique avec Canapé-Lit,,Novotel Megève Mont-Blanc,Megève,,25
1692652496-23,24/04/2023,25/06/2023,28/06/2023,963,963,Chambre Deluxe,,Grand Hotel Soleil d'Or,Megève,,25
1692652496-24,24/04/2023,25/06/2023,28/06/2023,642,642,Chambre Double Club,,Hotel Mont Blanc Megève,Megève,,25
1692652496-25,24/04/2023,25/06/2023,28/06/2023,372,372,Suite - Vue sur Montagne,,Hôtel Flor'Alpes,La Giettaz,,25
1692652496-26,24/04/2023,25/06/2023,28/06/2023,236,236,Chambre Double Standard,,Hôtel Chalet Le Caribou,Les Saisies,,25
1692652496-27,24/04/2023,25/06/2023,28/06/2023,469,469,Chambre Lits Jumeaux - Vue sur Montagne,,Le Calgary,Les Saisies,,25
1692652496-28,24/04/2023,25/06/2023,28/06/2023,423,423,Petite Chambre Double,,Hôtel Maison Doron,Beaufort,,25
1692652496-29,24/04/2023,25/06/2023,28/06/2023,380,380,Chambre Lits Jumeaux,,Hôtel du Grand-Mont,Beaufort,,25
1692652496-30,24/04/2023,25/06/2023,28/06/2023,937,937,Suite avec Balcon,,Hôtel Les Ancolies à Arêches,Arêches,,25
1692652496-31,24/04/2023,25/06/2023,28/06/2023,368,368,Chambre Lits Jumeaux,,Hôtel Viallet,Arêches,,25
1692652496-32,24/04/2023,25/06/2023,28/06/2023,519,519,Chambre sur la Montagne,,"La Ferme du Chozal, The Originals Relais",Hauteluce,,25
1692652496-33,24/04/2023,25/06/2023,28/06/2023,245,245,Chambre Double - Vue sur Montagne,,Hotel Le Tetras,Notre-Dame-de-Bellecombe,,25
1692652496-34,24/04/2023,25/06/2023,28/06/2023,384,384,Chambre Triple,,Le Caprice Des Neiges,Crest-Voland,,25
1692652496-35,24/04/2023,25/06/2023,28/06/2023,365,365,Chambre Quadruple Standard,,La Mollinière,Notre-Dame-de-Bellecombe,,25
1692652496-36,24/04/2023,25/06/2023,28/06/2023,342,342,Chambre Double Standard,,Les Chalets de La Griyotire,Praz-sur-Arly,,25
1692652496-37,24/04/2023,25/06/2023,28/06/2023,1335,1335,Appartement Village,,Flocons de Sel,Megève,,25
1692652496-38,24/04/2023,25/06/2023,28/06/2023,252,252,Chambre Lits Jumeaux Standard,,ULVF La Citadelle de Conflans,Albertville,,25
1692652496-39,24/04/2023,25/06/2023,28/06/2023,348,348,Chambre Double - Vue sur Montagne,,Hôtel Vacances Bleues Les Chalets du Prariand,Megève,,25
1692652496-40,24/04/2023,25/06/2023,28/06/2023,245,245,Chambre Lits Jumeaux,,Auberge de Costaroche,Albertville,,25
1692652496-41,24/04/2023,25/06/2023,28/06/2023,846,846,Chambre Double Classique,,"L'Alpaga, a Beaumier hotel",Megève,,25
1692652496-42,24/04/2023,25/06/2023,28/06/2023,178,178,Chambre Lits Jumeaux Standard,,Hôtel Le Savoie,Albertville,,25
1692652496-43,24/04/2023,25/06/2023,28/06/2023,328,328,Chambre Lits Jumeaux Standard,,ibis Styles Albertville,Albertville,,25
1692652496-44,24/04/2023,25/06/2023,28/06/2023,396,396,Chambre Double ou Lits Jumeaux de Charme - Rez-de-Chaussée ,,Au Vieux Moulin,Megève,,25
1692652496-45,24/04/2023,25/06/2023,28/06/2023,606,606,Chambre Double Confort,,Coeur de Megève,Megève,,25
1692652496-46,24/04/2023,25/06/2023,28/06/2023,478,478,Chambre Triple Classique,,La Ferme du Golf,Megève,,25
1692652496-47,24/04/2023,25/06/2023,28/06/2023,431,431,Chambre Lits Jumeaux Classique avec Canapé-Lit,,Novotel Megève Mont-Blanc,Megève,,25
1692652496-48,24/04/2023,25/06/2023,28/06/2023,963,963,Chambre Deluxe,,Grand Hotel Soleil d'Or,Megève,,25
1692652496-49,24/04/2023,25/06/2023,28/06/2023,642,642,Chambre Double Club,,Hotel Mont Blanc Megève,Megève,,25
1692652496-50,24/04/2023,25/06/2023,28/06/2023,372,372,Suite - Vue sur Montagne,,Hôtel Flor'Alpes,La Giettaz,,25
1692652496-51,24/04/2023,25/06/2023,28/06/2023,236,236,Chambre Double Standard,,Hôtel Chalet Le Caribou,Les Saisies,,25
1692652496-52,24/04/2023,25/06/2023,28/06/2023,469,469,Chambre Lits Jumeaux - Vue sur Montagne,,Le Calgary,Les Saisies,,25
1692652496-53,24/04/2023,25/06/2023,28/06/2023,423,423,Petite Chambre Double,,Hôtel Maison Doron,Beaufort,,25
1692652496-54,24/04/2023,25/06/2023,28/06/2023,380,380,Chambre Lits Jumeaux,,Hôtel du Grand-Mont,Beaufort,,25
