web-scraper-order,date_price,date_debut,date_fin,prix_init,prix_actuel,typologie,n_offre,nom,localite,date_debut-jour,Nb semaines
1692572660-1,24/04/2023,14/05/2023,17/05/2023,252,252,Chambre Double,,Hôtel Maison Doron,Beaufort,,19
1692572660-2,24/04/2023,14/05/2023,17/05/2023,380,380,Chambre Lits Jumeaux,,Hôtel du Grand-Mont,Beaufort,,19
1692572660-3,24/04/2023,14/05/2023,17/05/2023,365,365,Chambre Quadruple Standard,,La Mollinière,Notre-Dame-de-Bellecombe,,19
1692572660-4,24/04/2023,14/05/2023,17/05/2023,252,252,Chambre Lits Jumeaux Standard,,ULVF La Citadelle de Conflans,Albertville,,19
1692572660-5,24/04/2023,14/05/2023,17/05/2023,245,245,Chambre Lits Jumeaux,,Auberge de Costaroche,Albertville,,19
1692572660-6,24/04/2023,14/05/2023,17/05/2023,178,178,Chambre Lits Jumeaux Standard,,Hôtel Le Savoie,Albertville,,19
1692572660-7,24/04/2023,14/05/2023,17/05/2023,328,328,Chambre Lits Jumeaux Standard,,ibis Styles Albertville,Albertville,,19
1692572660-8,24/04/2023,14/05/2023,17/05/2023,422,422,Chambre Double Classique avec Canapé-Lit,,Novotel Megève Mont-Blanc,Megève,,19
1692572660-9,24/04/2023,14/05/2023,17/05/2023,414,414,Chambre Double Standard,,Au Coin Du Feu,Megève,,19
1692572660-10,24/04/2023,14/05/2023,17/05/2023,281,281,Chambre Double avec Salle de Bains Privative,,Hôtel Flor'Alpes,La Giettaz,,19
1692572660-11,24/04/2023,14/05/2023,17/05/2023,289,289,Chambre Double,,Albert 1er,Albertville,,19
1692572660-12,24/04/2023,14/05/2023,17/05/2023,248,248,Chambre Double ou Lits Jumeaux Classique,,Le Roma,Albertville,,19
1692572660-13,24/04/2023,14/05/2023,17/05/2023,151,151,Chambre Lits Jumeaux,,Fasthotel Albertville,Albertville,,19
1692572660-14,24/04/2023,14/05/2023,17/05/2023,190,190,Chambre Triple,,ibis budget Albertville,Gilly-sur-Isère,,19
1692572660-15,24/04/2023,14/05/2023,17/05/2023,1008,1008,Chambre Double Deluxe avec Balcon,,Magic Megève Bois,Demi-Quartier,,19
1692572660-16,24/04/2023,14/05/2023,17/05/2023,296,296,Chambre Double - Accessible aux Personnes à Mobilité Réduite ,,Brit Hotel Florimont,Saint-Ferréol,,19
1692572660-17,24/04/2023,14/05/2023,17/05/2023,661,661,Chambre Supérieure Double ou Twin avec Terrasse et Vue sur le Mont d'Arbois et le Mont-Blanc,,Hôtel Arbois Bettex,Saint-Gervais-les-Bains,,19
1692572660-18,24/04/2023,14/05/2023,17/05/2023,535,535,Chambre Double Confort,,"Hôtel Restaurant ""Les Sapins"" Wellness & Gourmet",Manigod,,19
1692572660-19,24/04/2023,14/05/2023,17/05/2023,236,236,Chambre Double Standard,,"Hôtel de Genève , Faverges-Seythenex 74210, Haute Savoie",Faverges,,19
1692572660-20,24/04/2023,14/05/2023,17/05/2023,429,429,Chambre Double - Vue sur Piscine - 8,,Le Coin Savoyard,Combloux,,19
1692572660-21,24/04/2023,14/05/2023,17/05/2023,337,337,Chambre Double Classique,,Hotel Du Parc - Manoir Du Baron Blanc,Faverges,,19
1692572660-22,24/04/2023,14/05/2023,17/05/2023,1304,1304,Suite Junior (2 Adultes),,Les Chalets-Hôtel de la Croix-Fry,Manigod,,19
1692572660-23,24/04/2023,14/05/2023,17/05/2023,188,188,Chambre Double Économique,,Hotel La Montagne,La Clusaz,,19
1692572660-24,24/04/2023,14/05/2023,17/05/2023,299,299,Petite Chambre Double ou Lits Jumeaux avec Balcon,,Hotel Beauregard,La Clusaz,,19
1692572660-25,24/04/2023,14/05/2023,17/05/2023,230,230,Chambre Double - Mansardée,,Chalet Les Rhodos,Cordon,,19
1692572660-26,24/04/2023,14/05/2023,17/05/2023,252,252,Chambre Double,,Hôtel Maison Doron,Beaufort,,19
1692572660-27,24/04/2023,14/05/2023,17/05/2023,380,380,Chambre Lits Jumeaux,,Hôtel du Grand-Mont,Beaufort,,19
1692572660-28,24/04/2023,14/05/2023,17/05/2023,365,365,Chambre Quadruple Standard,,La Mollinière,Notre-Dame-de-Bellecombe,,19
1692572660-29,24/04/2023,14/05/2023,17/05/2023,252,252,Chambre Lits Jumeaux Standard,,ULVF La Citadelle de Conflans,Albertville,,19
1692572660-30,24/04/2023,14/05/2023,17/05/2023,245,245,Chambre Lits Jumeaux,,Auberge de Costaroche,Albertville,,19
1692572660-31,24/04/2023,14/05/2023,17/05/2023,178,178,Chambre Lits Jumeaux Standard,,Hôtel Le Savoie,Albertville,,19
1692572660-32,24/04/2023,14/05/2023,17/05/2023,328,328,Chambre Lits Jumeaux Standard,,ibis Styles Albertville,Albertville,,19
