web-scraper-order,date_price,date_debut,date_fin,prix_init,prix_actuel,typologie,n_offre,nom,localite,date_debut-jour,Nb semaines
1692621457-1,24/04/2023,21/05/2023,24/05/2023,299,299,Petite Chambre Double,,Hôtel Maison Doron,Beaufort,,20
1692621457-2,24/04/2023,21/05/2023,24/05/2023,380,380,Chambre Lits Jumeaux,,Hôtel du Grand-Mont,Beaufort,,20
1692621457-3,24/04/2023,21/05/2023,24/05/2023,365,365,Chambre Quadruple Standard,,La Mollinière,Notre-Dame-de-Bellecombe,,20
1692621457-4,24/04/2023,21/05/2023,24/05/2023,645,645,Appartement (4-6 Adultes),,Les Chalets de La Griyotire,Praz-sur-Arly,,20
1692621457-5,24/04/2023,21/05/2023,24/05/2023,245,245,Chambre Lits Jumeaux,,Auberge de Costaroche,Albertville,,20
1692621457-6,24/04/2023,21/05/2023,24/05/2023,465,465,Chambre Double ou Lits Jumeaux Confort ,,Au Coin Du Feu,Megève,,20
1692621457-7,24/04/2023,21/05/2023,24/05/2023,178,178,Chambre Lits Jumeaux Standard,,Hôtel Le Savoie,Albertville,,20
1692621457-8,24/04/2023,21/05/2023,24/05/2023,328,328,Chambre Lits Jumeaux Standard,,ibis Styles Albertville,Albertville,,20
1692621457-9,24/04/2023,21/05/2023,24/05/2023,369,369,Chambre Double ou Lits Jumeaux de Charme - Rez-de-Chaussée ,,Au Vieux Moulin,Megève,,20
1692621457-10,24/04/2023,21/05/2023,24/05/2023,401,401,Chambre Double Classique avec Canapé-Lit,,Novotel Megève Mont-Blanc,Megève,,20
1692621457-11,24/04/2023,21/05/2023,24/05/2023,372,372,Suite - Vue sur Montagne,,Hôtel Flor'Alpes,La Giettaz,,20
1692621457-12,24/04/2023,21/05/2023,24/05/2023,289,289,Chambre Double,,Albert 1er,Albertville,,20
1692621457-13,24/04/2023,21/05/2023,24/05/2023,248,248,Chambre Double ou Lits Jumeaux Classique,,Le Roma,Albertville,,20
1692621457-14,24/04/2023,21/05/2023,24/05/2023,151,151,Chambre Lits Jumeaux,,Fasthotel Albertville,Albertville,,20
1692621457-15,24/04/2023,21/05/2023,24/05/2023,213,213,Chambre Triple,,ibis budget Albertville,Gilly-sur-Isère,,20
1692621457-16,24/04/2023,21/05/2023,24/05/2023,1008,927,Chambre Double Deluxe avec Balcon,,Magic Megève Bois,Demi-Quartier,,20
1692621457-17,24/04/2023,21/05/2023,24/05/2023,296,296,Chambre Double Standard,,Brit Hotel Florimont,Saint-Ferréol,,20
1692621457-18,24/04/2023,21/05/2023,24/05/2023,839,839,Chambre Triple - Vue sur la Piscine,,Hôtel Les Chalets de la Serraz,La Clusaz,,20
1692621457-19,24/04/2023,21/05/2023,24/05/2023,661,661,Chambre Supérieure Double ou Twin avec Terrasse et Vue sur le Mont d'Arbois et le Mont-Blanc,,Hôtel Arbois Bettex,Saint-Gervais-les-Bains,,20
1692621457-20,24/04/2023,21/05/2023,24/05/2023,3451,3451,Chalet 3 Chambres,,"Armancette Hôtel, Chalets & Spa – The Leading Hotels of the World",Saint-Gervais-les-Bains,,20
1692621457-21,24/04/2023,21/05/2023,24/05/2023,535,535,Chambre Double Confort,,"Hôtel Restaurant ""Les Sapins"" Wellness & Gourmet",Manigod,,20
1692621457-22,24/04/2023,21/05/2023,24/05/2023,364,364,Chambre Double - Vue sur Montagnes - 4,,Le Coin Savoyard,Combloux,,20
1692621457-23,24/04/2023,21/05/2023,24/05/2023,287,287,Chambre Double Supérieure,,"Hôtel de Genève , Faverges-Seythenex 74210, Haute Savoie",Faverges,,20
1692621457-24,24/04/2023,21/05/2023,24/05/2023,409,409,Chambre Double Classique,,Hotel Du Parc - Manoir Du Baron Blanc,Faverges,,20
1692621457-25,24/04/2023,21/05/2023,24/05/2023,1304,1304,Suite Junior (2 Adultes),,Les Chalets-Hôtel de la Croix-Fry,Manigod,,20
1692621457-26,24/04/2023,21/05/2023,24/05/2023,299,299,Petite Chambre Double,,Hôtel Maison Doron,Beaufort,,20
1692621457-27,24/04/2023,21/05/2023,24/05/2023,380,380,Chambre Lits Jumeaux,,Hôtel du Grand-Mont,Beaufort,,20
1692621457-28,24/04/2023,21/05/2023,24/05/2023,365,365,Chambre Quadruple Standard,,La Mollinière,Notre-Dame-de-Bellecombe,,20
1692621457-29,24/04/2023,21/05/2023,24/05/2023,645,645,Appartement (4-6 Adultes),,Les Chalets de La Griyotire,Praz-sur-Arly,,20
1692621457-30,24/04/2023,21/05/2023,24/05/2023,245,245,Chambre Lits Jumeaux,,Auberge de Costaroche,Albertville,,20
1692621457-31,24/04/2023,21/05/2023,24/05/2023,465,465,Chambre Double ou Lits Jumeaux Confort ,,Au Coin Du Feu,Megève,,20
1692621457-32,24/04/2023,21/05/2023,24/05/2023,178,178,Chambre Lits Jumeaux Standard,,Hôtel Le Savoie,Albertville,,20
1692621457-33,24/04/2023,21/05/2023,24/05/2023,328,328,Chambre Lits Jumeaux Standard,,ibis Styles Albertville,Albertville,,20
1692621457-34,24/04/2023,21/05/2023,24/05/2023,369,369,Chambre Double ou Lits Jumeaux de Charme - Rez-de-Chaussée ,,Au Vieux Moulin,Megève,,20
1692621457-35,24/04/2023,21/05/2023,24/05/2023,401,401,Chambre Double Classique avec Canapé-Lit,,Novotel Megève Mont-Blanc,Megève,,20
1692621457-36,24/04/2023,21/05/2023,24/05/2023,372,372,Suite - Vue sur Montagne,,Hôtel Flor'Alpes,La Giettaz,,20
1692621457-37,24/04/2023,21/05/2023,24/05/2023,289,289,Chambre Double,,Albert 1er,Albertville,,20
1692621457-38,24/04/2023,21/05/2023,24/05/2023,248,248,Chambre Double ou Lits Jumeaux Classique,,Le Roma,Albertville,,20
1692621457-39,24/04/2023,21/05/2023,24/05/2023,151,151,Chambre Lits Jumeaux,,Fasthotel Albertville,Albertville,,20
1692621457-40,24/04/2023,21/05/2023,24/05/2023,213,213,Chambre Triple,,ibis budget Albertville,Gilly-sur-Isère,,20
1692621457-41,24/04/2023,21/05/2023,24/05/2023,1008,927,Chambre Double Deluxe avec Balcon,,Magic Megève Bois,Demi-Quartier,,20
1692621457-42,24/04/2023,21/05/2023,24/05/2023,296,296,Chambre Double Standard,,Brit Hotel Florimont,Saint-Ferréol,,20
1692621457-43,24/04/2023,21/05/2023,24/05/2023,839,839,Chambre Triple - Vue sur la Piscine,,Hôtel Les Chalets de la Serraz,La Clusaz,,20
1692621457-44,24/04/2023,21/05/2023,24/05/2023,661,661,Chambre Supérieure Double ou Twin avec Terrasse et Vue sur le Mont d'Arbois et le Mont-Blanc,,Hôtel Arbois Bettex,Saint-Gervais-les-Bains,,20
1692621457-45,24/04/2023,21/05/2023,24/05/2023,3451,3451,Chalet 3 Chambres,,"Armancette Hôtel, Chalets & Spa – The Leading Hotels of the World",Saint-Gervais-les-Bains,,20
1692621457-46,24/04/2023,21/05/2023,24/05/2023,535,535,Chambre Double Confort,,"Hôtel Restaurant ""Les Sapins"" Wellness & Gourmet",Manigod,,20
1692621457-47,24/04/2023,21/05/2023,24/05/2023,364,364,Chambre Double - Vue sur Montagnes - 4,,Le Coin Savoyard,Combloux,,20
