web-scraper-order,date_price,date_debut,date_fin,prix_init,prix_actuel,typologie,n_offre,nom,localite,date_debut-jour,Nb semaines
1691248051-1,27/03/2023,05/05/2023,06/05/2023,154,154,Chambre Double,,Maison Doron,Beaufort,,18
1691248051-2,27/03/2023,05/05/2023,06/05/2023,135,135,Chambre Double ou Lits Jumeaux,,Hôtel Les Ancolies à Arêches,Arêches,,18
1691248051-3,27/03/2023,05/05/2023,06/05/2023,90,90,Chambre Lits Jumeaux Standard,,ULVF La Citadelle de Conflans,Albertville,,18
1691248051-4,27/03/2023,05/05/2023,06/05/2023,82,82,Chambre Lits Jumeaux,,Auberge de Costaroche,Albertville,,18
1691248051-5,27/03/2023,05/05/2023,06/05/2023,59,59,Chambre Lits Jumeaux Standard,,Hôtel Le Savoie,Albertville,,18
1691248051-6,27/03/2023,05/05/2023,06/05/2023,109,109,Chambre Lits Jumeaux Standard,,ibis Styles Albertville,Albertville,,18
1691248051-7,27/03/2023,05/05/2023,06/05/2023,242,242,Chambre Double Confort,,Coeur de Megève,Megève,,18
1691248051-8,27/03/2023,05/05/2023,06/05/2023,151,151,Chambre Double Classique avec Canapé-Lit,,Novotel Megève Mont-Blanc,Megève,,18
1691248051-9,27/03/2023,05/05/2023,06/05/2023,103,103,Chambre Double,,Albert 1er,Albertville,,18
1691248051-10,27/03/2023,05/05/2023,06/05/2023,100,100,Chambre Double avec Salle de Bains Privative,,Hôtel Flor'Alpes,La Giettaz,,18
1691248051-11,27/03/2023,05/05/2023,06/05/2023,76,76,Chambre Double ou Lits Jumeaux Classique,,Le Roma,Albertville,,18
1691248051-12,27/03/2023,05/05/2023,06/05/2023,50,50,Chambre Lits Jumeaux,,Fasthotel Albertville,Albertville,,18
1691248051-13,27/03/2023,05/05/2023,06/05/2023,72,72,Chambre Triple,,ibis budget Albertville,Gilly-sur-Isère,,18
1691248051-14,27/03/2023,05/05/2023,06/05/2023,93,93,Chambre Double - Accessible aux Personnes à Mobilité Réduite ,,Brit Hotel Florimont,Saint-Ferréol,,18
1691248051-15,27/03/2023,05/05/2023,06/05/2023,146,146,Chambre Double ou Lits Jumeaux Supérieure avec Terrasse,,Hôtel Arbois Bettex,Saint-Gervais-les-Bains,,18
1691248051-16,27/03/2023,05/05/2023,06/05/2023,161,161,Chambre Double Confort,,"Hôtel Restaurant ""Les Sapins"" Wellness & Gourmet",Manigod,,18
1691248051-17,27/03/2023,05/05/2023,06/05/2023,113,113,Chambre Double - Vue sur Montagnes - 4,,Le Coin Savoyard,Combloux,,18
1691248051-18,27/03/2023,05/05/2023,06/05/2023,79,79,Chambre Double Standard,,"Hôtel de Genève , Faverges-Seythenex 74210, Haute Savoie",Faverges,,18
1691248051-19,27/03/2023,05/05/2023,06/05/2023,157,157,Chambre Quadruple Supérieure ,,Hotel Du Parc - Manoir Du Baron Blanc,Faverges,,18
1691248051-20,27/03/2023,05/05/2023,06/05/2023,100,100,Petite Chambre Double ou Lits Jumeaux avec Balcon,,Hotel Beauregard,La Clusaz,,18
1691248051-21,27/03/2023,05/05/2023,06/05/2023,115,115,Chambre Double - Mansardée,,Chalet Les Rhodos,Cordon,,18
1691248051-22,27/03/2023,05/05/2023,06/05/2023,106,106,Chambre Standard - 2 Personnes,,Alp'Hotel,La Clusaz,,18
1691248051-23,27/03/2023,05/05/2023,06/05/2023,160,160,Chambre Double Supérieure,,Les Roches Fleuries,Cordon,,18
1691248051-24,27/03/2023,05/05/2023,06/05/2023,81,81,Chambre Double,,Hôtel Les Dômes de Miage,Saint-Gervais-les-Bains,,18
1691248051-25,27/03/2023,05/05/2023,06/05/2023,378,378,Suite,,Chalet-Hôtel Inarpa,La Clusaz,,18
1691248051-26,27/03/2023,05/05/2023,06/05/2023,154,154,Chambre Double,,Maison Doron,Beaufort,,18
1691248051-27,27/03/2023,05/05/2023,06/05/2023,135,135,Chambre Double ou Lits Jumeaux,,Hôtel Les Ancolies à Arêches,Arêches,,18
1691248051-28,27/03/2023,05/05/2023,06/05/2023,90,90,Chambre Lits Jumeaux Standard,,ULVF La Citadelle de Conflans,Albertville,,18
1691248051-29,27/03/2023,05/05/2023,06/05/2023,82,82,Chambre Lits Jumeaux,,Auberge de Costaroche,Albertville,,18
1691248051-30,27/03/2023,05/05/2023,06/05/2023,59,59,Chambre Lits Jumeaux Standard,,Hôtel Le Savoie,Albertville,,18
1691248051-31,27/03/2023,05/05/2023,06/05/2023,109,109,Chambre Lits Jumeaux Standard,,ibis Styles Albertville,Albertville,,18
1691248051-32,27/03/2023,05/05/2023,06/05/2023,242,242,Chambre Double Confort,,Coeur de Megève,Megève,,18
1691248051-33,27/03/2023,05/05/2023,06/05/2023,151,151,Chambre Double Classique avec Canapé-Lit,,Novotel Megève Mont-Blanc,Megève,,18
1691248051-34,27/03/2023,05/05/2023,06/05/2023,103,103,Chambre Double,,Albert 1er,Albertville,,18
1691248051-35,27/03/2023,05/05/2023,06/05/2023,100,100,Chambre Double avec Salle de Bains Privative,,Hôtel Flor'Alpes,La Giettaz,,18
1691248051-36,27/03/2023,05/05/2023,06/05/2023,76,76,Chambre Double ou Lits Jumeaux Classique,,Le Roma,Albertville,,18
1691248051-37,27/03/2023,05/05/2023,06/05/2023,50,50,Chambre Lits Jumeaux,,Fasthotel Albertville,Albertville,,18
1691248051-38,27/03/2023,05/05/2023,06/05/2023,72,72,Chambre Triple,,ibis budget Albertville,Gilly-sur-Isère,,18
1691248051-39,27/03/2023,05/05/2023,06/05/2023,93,93,Chambre Double - Accessible aux Personnes à Mobilité Réduite ,,Brit Hotel Florimont,Saint-Ferréol,,18
1691248051-40,27/03/2023,05/05/2023,06/05/2023,146,146,Chambre Double ou Lits Jumeaux Supérieure avec Terrasse,,Hôtel Arbois Bettex,Saint-Gervais-les-Bains,,18
1691248051-41,27/03/2023,05/05/2023,06/05/2023,161,161,Chambre Double Confort,,"Hôtel Restaurant ""Les Sapins"" Wellness & Gourmet",Manigod,,18
1691248051-42,27/03/2023,05/05/2023,06/05/2023,113,113,Chambre Double - Vue sur Montagnes - 4,,Le Coin Savoyard,Combloux,,18
1691248051-43,27/03/2023,05/05/2023,06/05/2023,79,79,Chambre Double Standard,,"Hôtel de Genève , Faverges-Seythenex 74210, Haute Savoie",Faverges,,18
1691248051-44,27/03/2023,05/05/2023,06/05/2023,157,157,Chambre Quadruple Supérieure ,,Hotel Du Parc - Manoir Du Baron Blanc,Faverges,,18
1691248051-45,27/03/2023,05/05/2023,06/05/2023,100,100,Petite Chambre Double ou Lits Jumeaux avec Balcon,,Hotel Beauregard,La Clusaz,,18
1691248051-46,27/03/2023,05/05/2023,06/05/2023,115,115,Chambre Double - Mansardée,,Chalet Les Rhodos,Cordon,,18
1691248051-47,27/03/2023,05/05/2023,06/05/2023,106,106,Chambre Standard - 2 Personnes,,Alp'Hotel,La Clusaz,,18
1691248051-48,27/03/2023,05/05/2023,06/05/2023,160,160,Chambre Double Supérieure,,Les Roches Fleuries,Cordon,,18
1691248051-49,27/03/2023,05/05/2023,06/05/2023,81,81,Chambre Double,,Hôtel Les Dômes de Miage,Saint-Gervais-les-Bains,,18
1691248051-50,27/03/2023,05/05/2023,06/05/2023,378,378,Suite,,Chalet-Hôtel Inarpa,La Clusaz,,18
1691248051-51,27/03/2023,05/05/2023,06/05/2023,81,81,Chambre Double,,Hôtel National,Cluses,,18
1691248051-52,27/03/2023,05/05/2023,06/05/2023,97,97,Chambre Double Standard,,"The Originals City, Hôtel du Faucigny, Cluses Ouest",Scionzier,,18
1691248051-53,27/03/2023,05/05/2023,06/05/2023,107,107,Chambre Double,,Edelweiss,Samoëns,,18
1691248051-54,27/03/2023,05/05/2023,06/05/2023,104,104,Chambre Double Économique,,Le Relais Du Mont Blanc,Magland,,18
1691248051-55,27/03/2023,05/05/2023,06/05/2023,128,128,Chambre Double Supérieure,,La Ferme Du Lac,Thyez,,18
1691248051-56,27/03/2023,05/05/2023,06/05/2023,89,89,Chambre Double,,Hotel Edelweiss,Magland,,18
1691248051-57,27/03/2023,05/05/2023,06/05/2023,160,160,Chambre Double Supérieure avec Douche,,La Croix de Savoie & Spa,Les Carroz d'Arâches,,18
