web-scraper-order,date_price,date_debut,date_fin,prix_init,prix_actuel,typologie,n_offre,nom,localite,date_debut-jour,Nb semaines
1691208410-1,27/03/2023,28/04/2023,29/04/2023,90,90,Chambre Lits Jumeaux Standard,,ULVF La Citadelle de Conflans,Albertville,,17
1691208410-2,27/03/2023,28/04/2023,29/04/2023,133,133,Chambre Simple,,Auberge de Costaroche,Albertville,,17
1691208410-3,27/03/2023,28/04/2023,29/04/2023,176,176,Chambre Double Supérieure,,Hotel Million,Albertville,,17
1691208410-4,27/03/2023,28/04/2023,29/04/2023,60,60,Chambre Double,,Hôtel Le Savoie,Albertville,,17
1691208410-5,27/03/2023,28/04/2023,29/04/2023,114,114,Chambre Lits Jumeaux Standard,,ibis Styles Albertville,Albertville,,17
1691208410-6,27/03/2023,28/04/2023,29/04/2023,242,242,Chambre Double Confort,,Coeur de Megève,Megève,,17
1691208410-7,27/03/2023,28/04/2023,29/04/2023,151,151,Chambre Double Classique avec Canapé-Lit,,Novotel Megève Mont-Blanc,Megève,,17
1691208410-8,27/03/2023,28/04/2023,29/04/2023,103,103,Chambre Double,,Albert 1er,Albertville,,17
1691208410-9,27/03/2023,28/04/2023,29/04/2023,100,100,Chambre Double avec Salle de Bains Privative,,Hôtel Flor'Alpes,La Giettaz,,17
1691208410-10,27/03/2023,28/04/2023,29/04/2023,76,76,Chambre Double ou Lits Jumeaux Classique,,Le Roma,Albertville,,17
1691208410-11,27/03/2023,28/04/2023,29/04/2023,50,50,Chambre Double,,Fasthotel Albertville,Albertville,,17
1691208410-12,27/03/2023,28/04/2023,29/04/2023,70,70,Chambre Triple,,ibis budget Albertville,Gilly-sur-Isère,,17
1691208410-13,27/03/2023,28/04/2023,29/04/2023,93,93,Chambre Double - Accessible aux Personnes à Mobilité Réduite ,,Brit Hotel Florimont,Saint-Ferréol,,17
1691208410-14,27/03/2023,28/04/2023,29/04/2023,199,199,Chambre Double ou Lits Jumeaux Supérieure avec Terrasse,,Hôtel Arbois Bettex,Saint-Gervais-les-Bains,,17
1691208410-15,27/03/2023,28/04/2023,29/04/2023,79,79,Chambre Double Standard,,"Hôtel de Genève , Faverges-Seythenex 74210, Haute Savoie",Faverges,,17
1691208410-16,27/03/2023,28/04/2023,29/04/2023,112,112,Chambre Double Classique,,Hotel Du Parc - Manoir Du Baron Blanc,Faverges,,17
1691208410-17,27/03/2023,28/04/2023,29/04/2023,177,177,Chambre Double avec Balcon,,Hotel Beauregard,La Clusaz,,17
1691208410-18,27/03/2023,28/04/2023,29/04/2023,67,67,Chambre Double - Mansardée,,Chalet Les Rhodos,Cordon,,17
1691208410-19,27/03/2023,28/04/2023,29/04/2023,105,105,Chambre Double Économique,,Alp'Hotel,La Clusaz,,17
1691208410-20,27/03/2023,28/04/2023,29/04/2023,88,88,Chambre Lits Jumeaux,,Hotel Christiania,La Clusaz,,17
1691208410-21,27/03/2023,28/04/2023,29/04/2023,160,160,Chambre Double Supérieure,,Les Roches Fleuries,Cordon,,17
1691208410-22,27/03/2023,28/04/2023,29/04/2023,197,197,Chambre Lits Jumeaux,,La Ferme,La Clusaz,,17
1691208410-23,27/03/2023,28/04/2023,29/04/2023,81,81,Chambre Double,,Hôtel Les Dômes de Miage,Saint-Gervais-les-Bains,,17
1691208410-24,27/03/2023,28/04/2023,29/04/2023,426,426,Chambre Double - Vue sur Montagne,,Chalet-Hôtel Inarpa,La Clusaz,,17
1691208410-25,27/03/2023,28/04/2023,29/04/2023,251,251,Chambre Lits Jumeaux avec Accès Spa,,Hôtel Restaurant La Tourmaline,Aime-La-Plagne,,17
