web-scraper-order,date_price,date_debut,date_fin,prix_init,prix_actuel,typologie,n_offre,nom,localite,date_debut-jour,Nb semaines
1691442364-1,27/03/2023,27/10/2023,28/10/2023,135,135,Chambre Double ou Lits Jumeaux,,Hôtel Les Ancolies à Arêches,Arêches,,43
1691442364-2,27/03/2023,27/10/2023,28/10/2023,165,165,Appartement Familial (4-6 Adultes),,Les Chalets de La Griyotire,Praz-sur-Arly,,43
1691442364-3,27/03/2023,27/10/2023,28/10/2023,407,407,Chambre Double Supérieure,,Flocons de Sel,Megève,,43
1691442364-4,27/03/2023,27/10/2023,28/10/2023,111,111,Chambre Lits Jumeaux Standard,,ibis Styles Albertville,Albertville,,43
1691442364-5,27/03/2023,27/10/2023,28/10/2023,59,59,Chambre Lits Jumeaux Standard,,Hôtel Le Savoie,Albertville,,43
1691442364-6,27/03/2023,27/10/2023,28/10/2023,222,222,Chambre Double Confort,,Coeur de Megève,Megève,,43
1691442364-7,27/03/2023,27/10/2023,28/10/2023,151,151,Chambre Double Classique avec Canapé-Lit,,Novotel Megève Mont-Blanc,Megève,,43
1691442364-8,27/03/2023,27/10/2023,28/10/2023,595,595,Chambre Deluxe,,Grand Hotel Soleil d'Or,Megève,,43
1691442364-9,27/03/2023,27/10/2023,28/10/2023,481,481,Chambre Double Club,,Les Fermes de Marie,Megève,,43
1691442364-10,27/03/2023,27/10/2023,28/10/2023,103,103,Chambre Double,,Albert 1er,Albertville,,43
1691442364-11,27/03/2023,27/10/2023,28/10/2023,76,76,Chambre Double ou Lits Jumeaux Classique,,Le Roma,Albertville,,43
1691442364-12,27/03/2023,27/10/2023,28/10/2023,67,67,Chambre Triple,,ibis budget Albertville,Gilly-sur-Isère,,43
1691442364-13,27/03/2023,27/10/2023,28/10/2023,90,90,Chambre Double Standard,,Brit Hotel Florimont,Saint-Ferréol,,43
1691442364-14,27/03/2023,27/10/2023,28/10/2023,173,173,Chambre Double ou Lits Jumeaux Supérieure avec Terrasse,,Hôtel Arbois Bettex,Saint-Gervais-les-Bains,,43
1691442364-15,27/03/2023,27/10/2023,28/10/2023,499,499,Chambre Double,,"Armancette Hôtel, Chalets & Spa – The Leading Hotels of the World",Saint-Gervais-les-Bains,,43
1691442364-16,27/03/2023,27/10/2023,28/10/2023,108,108,Chambre Double - Vue sur Montagnes - 4,,Le Coin Savoyard,Combloux,,43
1691442364-17,27/03/2023,27/10/2023,28/10/2023,79,79,Chambre Double Standard,,"Hôtel de Genève , Faverges-Seythenex 74210, Haute Savoie",Faverges,,43
1691442364-18,27/03/2023,27/10/2023,28/10/2023,100,100,Petite Chambre Double ou Lits Jumeaux avec Balcon,,Hotel Beauregard,La Clusaz,,43
1691442364-19,27/03/2023,27/10/2023,28/10/2023,60,60,Chambre Double - Mansardée,,Chalet Les Rhodos,Cordon,,43
1691442364-20,27/03/2023,27/10/2023,28/10/2023,78,78,Chambre Double Économique,,Hotel Christiania,La Clusaz,,43
1691442364-21,27/03/2023,27/10/2023,28/10/2023,127,127,Chambre Lits Jumeaux avec Accès Spa,,Hôtel Restaurant La Tourmaline,Aime-La-Plagne,,43
1691442364-22,27/03/2023,27/10/2023,28/10/2023,123,123,Chambre Double Supérieure,,Le Saint Gervais Hotel & Spa Handwritten Collection,Saint-Gervais-les-Bains,,43
1691442364-23,27/03/2023,27/10/2023,28/10/2023,286,286,Chambre Deluxe,,Coeur des Neiges,Saint-Gervais-les-Bains,,43
1691442364-24,27/03/2023,27/10/2023,28/10/2023,109,109,Chambre Double,,Le Charvet,Cordon,,43
1691442364-25,27/03/2023,27/10/2023,28/10/2023,151,151,Chambre Double - Versant Nord,,Base Camp Lodge Hotels,Bourg-Saint-Maurice,,43
1691442364-26,27/03/2023,27/10/2023,28/10/2023,81,81,Chambre Double,,Hôtel National,Cluses,,43
1691442364-27,27/03/2023,27/10/2023,28/10/2023,103,103,Chambre Double Standard,,"The Originals City, Hôtel du Faucigny, Cluses Ouest",Scionzier,,43
1691442364-28,27/03/2023,27/10/2023,28/10/2023,104,104,Chambre Double Économique,,Le Relais Du Mont Blanc,Magland,,43
1691442364-29,27/03/2023,27/10/2023,28/10/2023,128,128,Chambre Double Supérieure,,La Ferme Du Lac,Thyez,,43
1691442364-30,27/03/2023,27/10/2023,28/10/2023,89,89,Chambre Double,,Hotel Edelweiss,Magland,,43
1691442364-31,27/03/2023,27/10/2023,28/10/2023,160,160,Chambre Double Supérieure avec Douche,,La Croix de Savoie & Spa,Les Carroz d'Arâches,,43
1691442364-32,27/03/2023,27/10/2023,28/10/2023,111,111,Chambre Lits Jumeaux Standard,,Ibis Styles Sallanches Pays du Mont-Blanc,Sallanches,,43
1691442364-33,27/03/2023,27/10/2023,28/10/2023,92,92,Chambre Double avec Salle de Bains Privative,,Hôtel-Restaurant La Chartreuse,Le Reposoir,,43
1691442364-34,27/03/2023,27/10/2023,28/10/2023,69,69,Chambre Double Standard,,Ibis Hôtel Sallanches,Sallanches,,43
1691442364-35,27/03/2023,27/10/2023,28/10/2023,191,191,Chambre Double Classique (2 Adultes),,"Chalet-Hôtel La Marmotte, La Tapiaz & SPA, The Originals Relais (Hotel-Chalet de Tradition)",Les Gets,,43
1691442364-36,27/03/2023,27/10/2023,28/10/2023,67,67,Chambre Triple avec Lit Superposé,,Ibis Budget Sallanches,Sallanches,,43
1691442364-37,27/03/2023,27/10/2023,28/10/2023,156,156,Chambre Double ou Lits Jumeaux Classique Plus,,Chamois d'Or Hotel,Les Gets,,43
1691442364-38,27/03/2023,27/10/2023,28/10/2023,145,145,Chambre Double - Vue sur Montagne,,Bellevue,Les Gets,,43
1691442364-39,27/03/2023,27/10/2023,28/10/2023,159,159,Chambre Lits Jumeaux,,Hotel Igloo,Morzine,,43
1691442364-40,27/03/2023,27/10/2023,28/10/2023,110,110,Petite Chambre Double,,Hotel Rhodos Morzine,Morzine,,43
1691442364-41,27/03/2023,27/10/2023,28/10/2023,109,109,Chambre Double,,Le Charvet,Cordon,,43
1691442364-42,27/03/2023,27/10/2023,28/10/2023,60,60,Chambre Double - Mansardée,,Chalet Les Rhodos,Cordon,,43
1691442364-43,27/03/2023,27/10/2023,28/10/2023,144,144,Chambre Lits Jumeaux Économique,,The Nant,Morzine,,43
1691442364-44,27/03/2023,27/10/2023,28/10/2023,134,134,Chambre Double Économique,,Chalet Hôtel des 2 Gares,Saint-Gervais-les-Bains,,43
1691442364-45,27/03/2023,27/10/2023,28/10/2023,71,71,Chambre Lits Jumeaux,,Hotel Terminus,Saint-Gervais-les-Bains,,43
1691442364-46,27/03/2023,27/10/2023,28/10/2023,108,108,Chambre Double - Vue sur Montagnes - 4,,Le Coin Savoyard,Combloux,,43
1691442364-47,27/03/2023,27/10/2023,28/10/2023,123,123,Chambre Double Supérieure,,Le Saint Gervais Hotel & Spa Handwritten Collection,Saint-Gervais-les-Bains,,43
1691442364-48,27/03/2023,27/10/2023,28/10/2023,286,286,Chambre Deluxe,,Coeur des Neiges,Saint-Gervais-les-Bains,,43
1691442364-49,27/03/2023,27/10/2023,28/10/2023,173,173,Chambre Double ou Lits Jumeaux Supérieure avec Terrasse,,Hôtel Arbois Bettex,Saint-Gervais-les-Bains,,43
1691442364-50,27/03/2023,27/10/2023,28/10/2023,203,203,Chambre Double,,Hôtel des Portes du Soleil,Les Crosets,,43
1691442364-51,27/03/2023,27/10/2023,28/10/2023,81,81,Chambre Double,,Hôtel National,Cluses,,43
1691442364-52,27/03/2023,27/10/2023,28/10/2023,103,103,Chambre Double Standard,,"The Originals City, Hôtel du Faucigny, Cluses Ouest",Scionzier,,43
1691442364-53,27/03/2023,27/10/2023,28/10/2023,104,104,Chambre Double Économique,,Le Relais Du Mont Blanc,Magland,,43
1691442364-54,27/03/2023,27/10/2023,28/10/2023,128,128,Chambre Double Supérieure,,La Ferme Du Lac,Thyez,,43
1691442364-55,27/03/2023,27/10/2023,28/10/2023,89,89,Chambre Double,,Hotel Edelweiss,Magland,,43
1691442364-56,27/03/2023,27/10/2023,28/10/2023,160,160,Chambre Double Supérieure avec Douche,,La Croix de Savoie & Spa,Les Carroz d'Arâches,,43
1691442364-57,27/03/2023,27/10/2023,28/10/2023,111,111,Chambre Lits Jumeaux Standard,,Ibis Styles Sallanches Pays du Mont-Blanc,Sallanches,,43
1691442364-58,27/03/2023,27/10/2023,28/10/2023,92,92,Chambre Double avec Salle de Bains Privative,,Hôtel-Restaurant La Chartreuse,Le Reposoir,,43
1691442364-59,27/03/2023,27/10/2023,28/10/2023,69,69,Chambre Double Standard,,Ibis Hôtel Sallanches,Sallanches,,43
1691442364-60,27/03/2023,27/10/2023,28/10/2023,191,191,Chambre Double Classique (2 Adultes),,"Chalet-Hôtel La Marmotte, La Tapiaz & SPA, The Originals Relais (Hotel-Chalet de Tradition)",Les Gets,,43
1691442364-61,27/03/2023,27/10/2023,28/10/2023,67,67,Chambre Triple avec Lit Superposé,,Ibis Budget Sallanches,Sallanches,,43
1691442364-62,27/03/2023,27/10/2023,28/10/2023,156,156,Chambre Double ou Lits Jumeaux Classique Plus,,Chamois d'Or Hotel,Les Gets,,43
1691442364-63,27/03/2023,27/10/2023,28/10/2023,145,145,Chambre Double - Vue sur Montagne,,Bellevue,Les Gets,,43
1691442364-64,27/03/2023,27/10/2023,28/10/2023,159,159,Chambre Lits Jumeaux,,Hotel Igloo,Morzine,,43
1691442364-65,27/03/2023,27/10/2023,28/10/2023,110,110,Petite Chambre Double,,Hotel Rhodos Morzine,Morzine,,43
1691442364-66,27/03/2023,27/10/2023,28/10/2023,109,109,Chambre Double,,Le Charvet,Cordon,,43
1691442364-67,27/03/2023,27/10/2023,28/10/2023,60,60,Chambre Double - Mansardée,,Chalet Les Rhodos,Cordon,,43
1691442364-68,27/03/2023,27/10/2023,28/10/2023,144,144,Chambre Lits Jumeaux Économique,,The Nant,Morzine,,43
1691442364-69,27/03/2023,27/10/2023,28/10/2023,134,134,Chambre Double Économique,,Chalet Hôtel des 2 Gares,Saint-Gervais-les-Bains,,43
1691442364-70,27/03/2023,27/10/2023,28/10/2023,71,71,Chambre Lits Jumeaux,,Hotel Terminus,Saint-Gervais-les-Bains,,43
1691442364-71,27/03/2023,27/10/2023,28/10/2023,108,108,Chambre Double - Vue sur Montagnes - 4,,Le Coin Savoyard,Combloux,,43
1691442364-72,27/03/2023,27/10/2023,28/10/2023,123,123,Chambre Double Supérieure,,Le Saint Gervais Hotel & Spa Handwritten Collection,Saint-Gervais-les-Bains,,43
1691442364-73,27/03/2023,27/10/2023,28/10/2023,286,286,Chambre Deluxe,,Coeur des Neiges,Saint-Gervais-les-Bains,,43
1691442364-74,27/03/2023,27/10/2023,28/10/2023,173,173,Chambre Double ou Lits Jumeaux Supérieure avec Terrasse,,Hôtel Arbois Bettex,Saint-Gervais-les-Bains,,43
1691442364-75,27/03/2023,27/10/2023,28/10/2023,203,203,Chambre Double,,Hôtel des Portes du Soleil,Les Crosets,,43
1691442364-76,27/03/2023,27/10/2023,28/10/2023,81,81,Chambre Double,,Hôtel National,Cluses,,43
1691442364-77,27/03/2023,27/10/2023,28/10/2023,103,103,Chambre Double Standard,,"The Originals City, Hôtel du Faucigny, Cluses Ouest",Scionzier,,43
1691442364-78,27/03/2023,27/10/2023,28/10/2023,104,104,Chambre Double Économique,,Le Relais Du Mont Blanc,Magland,,43
1691442364-79,27/03/2023,27/10/2023,28/10/2023,128,128,Chambre Double Supérieure,,La Ferme Du Lac,Thyez,,43
1691442364-80,27/03/2023,27/10/2023,28/10/2023,89,89,Chambre Double,,Hotel Edelweiss,Magland,,43
1691442364-81,27/03/2023,27/10/2023,28/10/2023,160,160,Chambre Double Supérieure avec Douche,,La Croix de Savoie & Spa,Les Carroz d'Arâches,,43
1691442364-82,27/03/2023,27/10/2023,28/10/2023,111,111,Chambre Lits Jumeaux Standard,,Ibis Styles Sallanches Pays du Mont-Blanc,Sallanches,,43
1691442364-83,27/03/2023,27/10/2023,28/10/2023,92,92,Chambre Double avec Salle de Bains Privative,,Hôtel-Restaurant La Chartreuse,Le Reposoir,,43
1691442364-84,27/03/2023,27/10/2023,28/10/2023,69,69,Chambre Double Standard,,Ibis Hôtel Sallanches,Sallanches,,43
1691442364-85,27/03/2023,27/10/2023,28/10/2023,191,191,Chambre Double Classique (2 Adultes),,"Chalet-Hôtel La Marmotte, La Tapiaz & SPA, The Originals Relais (Hotel-Chalet de Tradition)",Les Gets,,43
1691442364-86,27/03/2023,27/10/2023,28/10/2023,67,67,Chambre Triple avec Lit Superposé,,Ibis Budget Sallanches,Sallanches,,43
