web-scraper-order,date_price,date_debut,date_fin,prix_init,prix_actuel,typologie,n_offre,nom,localite,date_debut-jour,Nb semaines
1691425280-1,03/04/2023,04/04/2023,05/04/2023,85,85,Chambre Double ou Lits Jumeaux,,Hôtel le Christiania,Arêches,,14
1691425280-2,03/04/2023,04/04/2023,05/04/2023,84,84,Chambre Double,,Maison Doron,Beaufort,,14
1691425280-3,03/04/2023,04/04/2023,05/04/2023,145,145,Chambre Lits Jumeaux,,Le Calgary,Les Saisies,,14
1691425280-4,03/04/2023,04/04/2023,05/04/2023,155,155,Chambre Double ou Lits Jumeaux,,Hôtel Les Ancolies à Arêches,Arêches,,14
1691425280-5,03/04/2023,04/04/2023,05/04/2023,97,97,Chambre Double,,Le Caprice Des Neiges,Crest-Voland,,14
1691425280-6,03/04/2023,04/04/2023,05/04/2023,385,385,Chambre Double Supérieure,,Flocons de Sel,Megève,,14
1691425280-7,03/04/2023,04/04/2023,05/04/2023,88,88,Chambre Double,,Auberge de Costaroche,Albertville,,14
1691425280-8,03/04/2023,04/04/2023,05/04/2023,166,166,Chambre Double Supérieure,,Hotel Million,Albertville,,14
1691425280-9,03/04/2023,04/04/2023,05/04/2023,237,237,Chambre Double ou Lits Jumeaux,,Hôtel La Grange d'Arly,Megève,,14
1691425280-10,03/04/2023,04/04/2023,05/04/2023,179,179,Chambre Double Standard,,Au Coin Du Feu,Megève,,14
1691425280-11,03/04/2023,04/04/2023,05/04/2023,132,132,Chambre Lits Jumeaux Standard,,ibis Styles Albertville,Albertville,,14
1691425280-12,03/04/2023,04/04/2023,05/04/2023,61,61,Chambre Lits Jumeaux Standard,,Hôtel Le Savoie,Albertville,,14
1691425280-13,03/04/2023,04/04/2023,05/04/2023,323,323,Chambre Double Confort,,Coeur de Megève,Megève,,14
1691425280-14,03/04/2023,04/04/2023,05/04/2023,225,225,Chambre Lits Jumeaux Classique avec Canapé-Lit,,Novotel Megève Mont-Blanc,Megève,,14
1691425280-15,03/04/2023,04/04/2023,05/04/2023,374,374,Chambre Deluxe,,Grand Hotel Soleil d'Or,Megève,,14
1691425280-16,03/04/2023,04/04/2023,05/04/2023,511,511,Chambre Double Club,,Les Fermes de Marie,Megève,,14
1691425280-17,03/04/2023,04/04/2023,05/04/2023,93,93,Chambre Double,,Albert 1er,Albertville,,14
1691425280-18,03/04/2023,04/04/2023,05/04/2023,172,172,Chambre Double Supérieure,,Hôtel Les Cimes,Megève,,14
1691425280-19,03/04/2023,04/04/2023,05/04/2023,90,90,Chambre Double ou Lits Jumeaux Classique,,Le Roma,Albertville,,14
1691425280-20,03/04/2023,04/04/2023,05/04/2023,50,50,Chambre Lits Jumeaux,,Fasthotel Albertville,Albertville,,14
1691425280-21,03/04/2023,04/04/2023,05/04/2023,187,187,Chambre Double ou Lits Jumeaux,,"Chalet-Hôtel La Chemenaz, The Originals Relais (Hotel-Chalet de Tradition)",Les Contamines-Montjoie,,14
1691425280-22,03/04/2023,04/04/2023,05/04/2023,81,81,Chambre Double,,Hotel Le Christiania,Les Contamines-Montjoie,,14
1691425280-23,03/04/2023,04/04/2023,05/04/2023,117,117,Chambre Double,,Chalet-hôtel Gai Soleil,Les Contamines-Montjoie,,14
1691425280-24,03/04/2023,04/04/2023,05/04/2023,353,353,Chambre Double Deluxe avec Balcon,,Magic Megève Bois,Demi-Quartier,,14
1691425280-25,03/04/2023,04/04/2023,05/04/2023,107,107,Chambre Double Standard,,Brit Hotel Florimont,Saint-Ferréol,,14
1691425280-26,03/04/2023,04/04/2023,05/04/2023,85,85,Chambre Double ou Lits Jumeaux,,Hôtel le Christiania,Arêches,,14
1691425280-27,03/04/2023,04/04/2023,05/04/2023,84,84,Chambre Double,,Maison Doron,Beaufort,,14
1691425280-28,03/04/2023,04/04/2023,05/04/2023,145,145,Chambre Lits Jumeaux,,Le Calgary,Les Saisies,,14
1691425280-29,03/04/2023,04/04/2023,05/04/2023,155,155,Chambre Double ou Lits Jumeaux,,Hôtel Les Ancolies à Arêches,Arêches,,14
1691425280-30,03/04/2023,04/04/2023,05/04/2023,97,97,Chambre Double,,Le Caprice Des Neiges,Crest-Voland,,14
1691425280-31,03/04/2023,04/04/2023,05/04/2023,385,385,Chambre Double Supérieure,,Flocons de Sel,Megève,,14
