1691142100-254,20/03/2023,17/04/2023,18/04/2023,89,89,Chambre Double Standard,,Hôtel Chalet Le Caribou,Les Saisies,,16
1691142100-255,20/03/2023,17/04/2023,18/04/2023,90,90,Chambre Lits Jumeaux Standard,,ULVF La Citadelle de Conflans,Albertville,,16
1691142100-256,20/03/2023,17/04/2023,18/04/2023,88,88,Chambre Double,,Auberge de Costaroche,Albertville,,16
1691142100-257,20/03/2023,17/04/2023,18/04/2023,166,166,Chambre Double Supérieure,,Hotel Million,Albertville,,16
1691142100-258,20/03/2023,17/04/2023,18/04/2023,138,138,Chambre Double Standard,,Au Coin Du Feu,Megève,,16
1691142100-259,20/03/2023,17/04/2023,18/04/2023,59,59,Chambre Lits Jumeaux Standard,,Hôtel Le Savoie,Albertville,,16
1691142100-260,20/03/2023,17/04/2023,18/04/2023,109,109,Chambre Lits Jumeaux Standard,,ibis Styles Albertville,Albertville,,16
1691142100-261,20/03/2023,17/04/2023,18/04/2023,202,202,Chambre Double Confort,,Coeur de Megève,Megève,,16
1691142100-262,20/03/2023,17/04/2023,18/04/2023,141,141,Chambre Double Classique avec Canapé-Lit,,Novotel Megève Mont-Blanc,Megève,,16
1691142100-263,20/03/2023,17/04/2023,18/04/2023,93,93,Chambre Double,,Albert 1er,Albertville,,16
1691142100-264,20/03/2023,17/04/2023,18/04/2023,100,100,Chambre Double avec Salle de Bains Privative,,Hôtel Flor'Alpes,La Giettaz,,16
1691142100-265,20/03/2023,17/04/2023,18/04/2023,86,86,Chambre Double ou Lits Jumeaux Classique,,Le Roma,Albertville,,16
1691142100-266,20/03/2023,17/04/2023,18/04/2023,50,50,Chambre Lits Jumeaux,,Fasthotel Albertville,Albertville,,16
1691142100-267,20/03/2023,17/04/2023,18/04/2023,62,62,Chambre Triple,,ibis budget Albertville,Gilly-sur-Isère,,16
1691142100-268,20/03/2023,17/04/2023,18/04/2023,101,101,Chambre Double - Accessible aux Personnes à Mobilité Réduite ,,Brit Hotel Florimont,Saint-Ferréol,,16
1691142100-269,20/03/2023,17/04/2023,18/04/2023,178,178,Chambre Double ou Lits Jumeaux Supérieure avec Terrasse,,Hôtel Arbois Bettex,Saint-Gervais-les-Bains,,16
1691142100-270,20/03/2023,17/04/2023,18/04/2023,107,107,Chambre Triple,,Logis Hôtel Le Caprice Des Neiges,Combloux,,16
1691142100-271,20/03/2023,17/04/2023,18/04/2023,79,79,Chambre Double Standard,,"Hôtel de Genève , Faverges-Seythenex 74210, Haute Savoie",Faverges,,16
1691142100-272,20/03/2023,17/04/2023,18/04/2023,112,112,Chambre Double Classique,,Hotel Du Parc - Manoir Du Baron Blanc,Faverges,,16
1691142100-273,20/03/2023,17/04/2023,18/04/2023,209,209,Chambre Lits Jumeaux,,Hotel Beauregard,La Clusaz,,16
1691142100-274,20/03/2023,17/04/2023,18/04/2023,86,86,Chambre Double Économique,,Hotel La Montagne,La Clusaz,,16
1691142100-275,20/03/2023,17/04/2023,18/04/2023,48,48,Chambre Double - Mansardée,,Chalet Les Rhodos,Cordon,,16
1691142100-276,20/03/2023,17/04/2023,18/04/2023,95,95,Chambre Double ou Lits Jumeaux,,St-Alban Hotel & Spa,La Clusaz,,16
1691142100-277,20/03/2023,17/04/2023,18/04/2023,105,105,Chambre Double Économique,,Alp'Hotel,La Clusaz,,16
1691142100-278,20/03/2023,17/04/2023,18/04/2023,88,88,Chambre Double Économique,,Hotel Christiania,La Clusaz,,16
1691142100-279,20/03/2023,17/04/2023,18/04/2023,89,89,Chambre Double Standard,,Hôtel Chalet Le Caribou,Les Saisies,,16
1691142100-280,20/03/2023,17/04/2023,18/04/2023,90,90,Chambre Lits Jumeaux Standard,,ULVF La Citadelle de Conflans,Albertville,,16
1691142100-281,20/03/2023,17/04/2023,18/04/2023,88,88,Chambre Double,,Auberge de Costaroche,Albertville,,16
