web-scraper-order,date_price,date_debut,date_fin,prix_init,prix_actuel,typologie,n_offre,nom,localite,date_debut-jour,Nb semaines
1675405472-131,13/02/23,21/02/2023,22/02/2023, 102, 102,Chambre Double ou Lits Jumeaux,,Hôtel le Christiania,Arêches,,8
1675405472-132,13/02/23,21/02/2023,22/02/2023, 131, 131,Petite Chambre Double,,Maison Doron,Beaufort,,8
1675405472-133,13/02/23,21/02/2023,22/02/2023, 266, 266,Chambre Double,,Le Caprice Des Neiges,Crest-Voland,,8
1675405472-134,13/02/23,21/02/2023,22/02/2023, 132, 132,Chambre Lits Jumeaux Standard,,ULVF La Citadelle de Conflans,Albertville,,8
1675405472-135,13/02/23,21/02/2023,22/02/2023, 82, 82,Chambre Double,,Auberge de Costaroche,Albertville,,8
1675405472-136,13/02/23,21/02/2023,22/02/2023, 166, 166,Chambre Double Supérieure,,Hotel Million,Albertville,,8
1675405472-137,13/02/23,21/02/2023,22/02/2023, 58, 58,Chambre Lits Jumeaux Standard,,Hôtel Le Savoie,Albertville,,8
1675405472-138,13/02/23,21/02/2023,22/02/2023, 117, 117,Chambre Lits Jumeaux Standard,,ibis Styles Albertville,Albertville,,8
1675405472-139,13/02/23,21/02/2023,22/02/2023, 592, 592,Chambre Lits Jumeaux Deluxe avec Balcon,,Le Chalet d'Antoine,Megève,,8
1675405472-140,13/02/23,21/02/2023,22/02/2023, 93, 93,Chambre Double,,Albert 1er,Albertville,,8
1675405472-141,13/02/23,21/02/2023,22/02/2023, 1 731, 1 731,Suite Junior (2 Adultes + 2 Enfants),,M de Megève,Megève,,8
1675405472-142,13/02/23,21/02/2023,22/02/2023, 9 006, 9 006,Suite - Vue sur Montagne,,Le Chalet Blanc,Megève,,8
1675405472-143,13/02/23,21/02/2023,22/02/2023, 50, 50,Chambre Lits Jumeaux,,Fasthotel Albertville,Albertville,,8
1675405472-144,13/02/23,21/02/2023,22/02/2023, 81, 81,Chambre Double ou Lits Jumeaux Classique,,Le Roma,Albertville,,8
1675405472-145,13/02/23,21/02/2023,22/02/2023, 65, 65,Chambre Triple,,ibis budget Albertville,Gilly-sur-Isère,,8
1675405472-146,13/02/23,21/02/2023,22/02/2023, 107, 107,Chambre Double Standard,,Brit Hotel Florimont,Saint-Ferréol,,8
1675405472-147,13/02/23,21/02/2023,22/02/2023, 79, 79,Chambre Double Standard,,"Hôtel de Genève , Faverges-Seythenex 74210, Haute Savoie",Faverges,,8
1675405472-148,13/02/23,21/02/2023,22/02/2023, 112, 112,Chambre Double Classique,,Hotel Du Parc - Manoir Du Baron Blanc,Faverges,,8
1675405472-149,13/02/23,21/02/2023,22/02/2023, 270, 270,Chambre Triple - Aravis,,Chalet Les Rhodos,Cordon,,8
1675405472-150,13/02/23,21/02/2023,22/02/2023, 448, 448,Chambre Double avec Balcon et Lit d'Appoint,,Carlina,La Clusaz,,8
1675405472-151,13/02/23,21/02/2023,22/02/2023, 280, 280,Chambre Double Premier,,Hôtel Restaurant La Ferme de Cupelin,Saint-Gervais-les-Bains,,8
1675405472-152,13/02/23,21/02/2023,22/02/2023, 332, 332,Chambre Double Classique,,Le Saint Gervais Hotel & Spa Handwritten Collection,Saint-Gervais-les-Bains,,8
1675405472-153,13/02/23,21/02/2023,22/02/2023, 159, 159,Chambre Double Classique,,Hôtel Val d'Este,Saint-Gervais-les-Bains,,8
1675405472-154,13/02/23,21/02/2023,22/02/2023, 118, 72,Chambre Double,,L auberge du basilico,Aime,,8
1675405472-155,13/02/23,21/02/2023,22/02/2023, 137, 137,Chambre Double Supérieure,,Palanbo,Aime,,8
1675405472-181,13/02/23,21/02/2023,22/02/2023, 190, 190,Chambre Double ou Lits Jumeaux - Versant Sud,,Base Camp Lodge Hotels,Bourg-Saint-Maurice,,8
1675405472-182,13/02/23,21/02/2023,22/02/2023, 99, 99,Chambre Double Standard,,Hôtel Arolla,Bourg-Saint-Maurice,,8
1675405472-183,13/02/23,21/02/2023,22/02/2023, 150, 150,Chambre Lits Jumeaux - Vue sur Rivière,,Hotel Terminus,Saint-Gervais-les-Bains,,8
1675405472-184,13/02/23,21/02/2023,22/02/2023, 97, 97,Chambre Lits Jumeaux,,Hotel Du Commerce,Thônes,,8
1675405472-185,13/02/23,21/02/2023,22/02/2023, 87, 87,Chambre Lits Jumeaux,,Fasthotel Thones,Thônes,,8
1675405472-186,13/02/23,21/02/2023,22/02/2023, 94, 94,Chambre Double,,Hôtel Du Midi,Thônes,,8
1675405472-187,13/02/23,21/02/2023,22/02/2023, 193, 193,Chambre Double,,Logis Hotel & Spa Beau-Site,Saint-Jean-de-Sixt,,8
1675405472-188,13/02/23,21/02/2023,22/02/2023, 469, 469,Chambre Chalet Alice - Vue sur Montagne,,Best Western Chalet les Saytels,Le Grand-Bornand,,8
1675405472-189,13/02/23,21/02/2023,22/02/2023, 148, 148,Chambre Standard avec 1 Lit Double et 1 Lit Simple,,Ibis Hôtel Sallanches,Sallanches,,8
1675405518-199,13/02/23,21/02/2023,22/02/2023, 320, 320,Chambre Double Supérieure,,"Chalet-Hôtel Neige et Roc, The Originals Relais (Hotel-Chalet de Tradition)",Samoëns,,8
1675405518-200,13/02/23,21/02/2023,22/02/2023, 87, 87,Chambre Double,,Hôtel National,Cluses,,8
1675405518-201,13/02/23,21/02/2023,22/02/2023, 94, 94,Chambre Double Confort,,Hôtel 4C,Cluses,,8
1675405518-202,13/02/23,21/02/2023,22/02/2023, 116, 116,Chambre Double Économique,,Le Relais Du Mont Blanc,Magland,,8
1675405518-203,13/02/23,21/02/2023,22/02/2023, 164, 164,Chambre Double Supérieure,,La Ferme Du Lac,Thyez,,8
1675405518-204,13/02/23,21/02/2023,22/02/2023, 89, 89,Chambre Lits Jumeaux avec Salle de Bains Privative,,Hotel Edelweiss,Magland,,8
1675405518-205,13/02/23,21/02/2023,22/02/2023, 100, 100,Chambre Lits Jumeaux avec Salle de Bains Privative,,Hôtel-Restaurant La Chartreuse,Le Reposoir,,8
1675405518-207,13/02/23,21/02/2023,22/02/2023, 101, 101,Chambre Double Confort,,Accueil Savoyard,Mieussy,,8
1675405518-208,13/02/23,21/02/2023,22/02/2023, 406, 406,Petite Chambre Lits Jumeaux,,Hotel Rhodos Morzine,Morzine,,8
1675405518-210,13/02/23,21/02/2023,22/02/2023, 463, 463,Chambre Double Cosy,,Hotel & Spa Le Dahu,Morzine,,8
1675405518-211,13/02/23,21/02/2023,22/02/2023, 152, 152,Chambre Double,,Auberge Les Gorges De La Diosaz,Servoz,,8
1675405518-214,13/02/23,21/02/2023,22/02/2023, 589, 589,Chambre Double Classique,,Hôtel des Dromonts by SOWELL COLLECTION,Avoriaz,,8
1675405518-215,13/02/23,21/02/2023,22/02/2023, 468, 468,Chambre Quadruple,,Village Igloo Morzine Avoriaz,Avoriaz,,8
1675405518-218,13/02/23,21/02/2023,22/02/2023, 431, 431,Chambre Quadruple Standard,,Hôtel des Portes du Soleil,Les Crosets,,8
1675405518-219,13/02/23,21/02/2023,22/02/2023, 193, 193,Chambre Triple - Côté Vallée,,Le Saint Antoine,Les Houches,,8
1675405518-220,13/02/23,21/02/2023,22/02/2023, 337, 337,Chambre Double,,Mountain Lodge,Les Crosets,,8
1675405518-221,13/02/23,21/02/2023,22/02/2023, 207, 207,Chambre Double ou Lits Jumeaux Standard,,RockyPop Chamonix - Les Houches,Les Houches,,8
1675405518-222,13/02/23,21/02/2023,22/02/2023, 371, 371,Chambre Double ou Lits Jumeaux - Vue sur Ville - 16 m²,,Alpina Eclectic Hotel,"Chamonix City Centre, Chamonix-Mont-Blanc",,8
1675405518-223,13/02/23,21/02/2023,22/02/2023, 282, 282,Chambre Classique Wanderlust,,Wanderlust Motels Chamonix,"Les Bossons, Chamonix-Mont-Blanc",,8
1675405518-250,13/02/23,21/02/2023,22/02/2023, 362, 362,Chambre Classique avec Balcon,,Mercure Chamonix Centre,"Chamonix City Centre, Chamonix-Mont-Blanc",,8
1675405518-251,13/02/23,21/02/2023,22/02/2023, 462, 462,Chambre Double ou Lits Jumeaux Supérieure,,Hotel Le Morgane,"Chamonix City Centre, Chamonix-Mont-Blanc",,8
1675405518-252,13/02/23,21/02/2023,22/02/2023, 418, 252,Chambre Double Classique,,Excelsior Chamonix Hôtel & Spa,"Les Tines, Chamonix-Mont-Blanc",,8
1675405518-253,13/02/23,21/02/2023,22/02/2023, 360, 360,Chambre Double Supérieure - Accès Gratuit au Spa,,Park Hotel Suisse & Spa,"Chamonix City Centre, Chamonix-Mont-Blanc",,8
1675405518-254,13/02/23,21/02/2023,22/02/2023, 145, 145,Chambre Lits Jumeaux Standard,,Vert Lodge Chamonix,Chamonix-Mont-Blanc,,8
1675405518-255,13/02/23,21/02/2023,22/02/2023, 245, 245,Chambre Double Standard,,Le Faucigny - Hotel de Charme,"Chamonix City Centre, Chamonix-Mont-Blanc",,8
1675405518-256,13/02/23,21/02/2023,22/02/2023, 192, 192,Chambre Double Standard - Vue sur Le Brévent,,Langley Hotel Gustavia,"Chamonix City Centre, Chamonix-Mont-Blanc",,8
1675405518-257,13/02/23,21/02/2023,22/02/2023, 336, 336,Chambre Double Mansardée,,Boutique Hotel Beau-Séjour & Spa Superior,Champéry,,8
1675405518-258,13/02/23,21/02/2023,22/02/2023, 214, 214,Chambre Double,,Chalet hôtel le Whymper,"Chamonix City Centre, Chamonix-Mont-Blanc",,8
1675405518-259,13/02/23,21/02/2023,22/02/2023, 262, 262,Chambre Double Supérieure,,Les Gourmets - Chalet Hotel,"Chamonix City Centre, Chamonix-Mont-Blanc",,8
1675405518-260,13/02/23,21/02/2023,22/02/2023, 260, 260,Chambre Double ou Lits Jumeaux avec Vue sur le Mont Blanc,,Chalet Hôtel Le Prieuré,"Chamonix City Centre, Chamonix-Mont-Blanc",,8
1675405518-262,13/02/23,21/02/2023,22/02/2023, 280, 280,Chambre Mont-Blanc (3 Adultes),,La Croix Blanche,"Chamonix City Centre, Chamonix-Mont-Blanc",,8
1675405518-263,13/02/23,21/02/2023,22/02/2023, 103, 103,Chambre Lits Jumeaux Classique,,Mont Blanc Hotel,Saint Pierre en Faucigny,,8
1675405518-264,13/02/23,21/02/2023,22/02/2023, 251, 251,Chambre Lits Jumeaux,,Hôtel Vallée Blanche,"Chamonix City Centre, Chamonix-Mont-Blanc",,8
1675405518-265,13/02/23,21/02/2023,22/02/2023, 459, 459,Chambre Double ou Lits Jumeaux Standard,,Hotel Les Lanchers,"Les Praz, Chamonix-Mont-Blanc",,8
1675405518-266,13/02/23,21/02/2023,22/02/2023, 185, 185,Chambre Lits Jumeaux,,Hotel Le Chamonix,"Chamonix City Centre, Chamonix-Mont-Blanc",,8
1675405518-267,13/02/23,21/02/2023,22/02/2023, 281, 281,Chambre Supérieure avec Balcon - Vue sur Montagne,,Auberge du Manoir,"Chamonix City Centre, Chamonix-Mont-Blanc",,8
1675405518-268,13/02/23,21/02/2023,22/02/2023, 259, 259,Chambre Double Économique - Vue sur Village,,Hotel Suisse,Champéry,,8
1675405518-269,13/02/23,21/02/2023,22/02/2023, 256, 256,Appartement 1 Chambre,,"Eden Hotel, Apartments and Chalet Chamonix Les Praz","Les Praz, Chamonix-Mont-Blanc",,8
1675405518-270,13/02/23,21/02/2023,22/02/2023, 227, 227,Chambre Cabine,,Hotel La Verticale,"Chamonix City Centre, Chamonix-Mont-Blanc",,8
