web-scraper-order,date_price,date_debut,date_fin,prix_init,prix_actuel,typologie,n_offre,nom,localite,date_debut-jour,Nb semaines
1675405553-658,13/02/23,23/03/2023,24/03/2023, 85, 85,Chambre Double ou Lits Jumeaux,,Hôtel le Christiania,Arêches,,12
1675405553-659,13/02/23,23/03/2023,24/03/2023, 198, 198,Chambre Double Économique,,Hôtel du Grand-Mont,Beaufort,,12
1675405553-660,13/02/23,23/03/2023,24/03/2023, 107, 107,Chambre Double Standard,,Hôtel Chalet Le Caribou,Les Saisies,,12
1675405553-661,13/02/23,23/03/2023,24/03/2023, 84, 84,Chambre Double,,Maison Doron,Beaufort,,12
1675405553-662,13/02/23,23/03/2023,24/03/2023, 155, 155,Chambre Double ou Lits Jumeaux,,Hôtel Les Ancolies à Arêches,Arêches,,12
1675405553-663,13/02/23,23/03/2023,24/03/2023, 292, 292,Chambre Lits Jumeaux,,Le Calgary,Les Saisies,,12
1675405553-664,13/02/23,23/03/2023,24/03/2023, 111, 111,Chambre Double - Vue sur Montagne,,Hôtel Viallet,Arêches,,12
1675405553-665,13/02/23,23/03/2023,24/03/2023, 212, 212,Chambre sur la Montagne,,"La Ferme du Chozal, The Originals Relais",Hauteluce,,12
1675405553-666,13/02/23,23/03/2023,24/03/2023, 102, 102,Chambre Lits Jumeaux - Vue sur Montagne,,Hotel Le Tetras,Notre-Dame-de-Bellecombe,,12
1675405553-667,13/02/23,23/03/2023,24/03/2023, 111, 111,Chambre Quadruple Standard,,La Mollinière,Notre-Dame-de-Bellecombe,,12
1675405553-668,13/02/23,23/03/2023,24/03/2023, 555, 555,Appartement Village,,Flocons de Sel,Megève,,12
1675405553-669,13/02/23,23/03/2023,24/03/2023, 90, 90,Chambre Lits Jumeaux Standard,,ULVF La Citadelle de Conflans,Albertville,,12
1675405553-670,13/02/23,23/03/2023,24/03/2023, 124, 124,Chambre Double Standard,,Hôtel Vacances Bleues Les Chalets du Prariand,Megève,,12
1675405553-671,13/02/23,23/03/2023,24/03/2023, 82, 82,Chambre Double,,Auberge de Costaroche,Albertville,,12
1675405553-672,13/02/23,23/03/2023,24/03/2023, 166, 166,Chambre Double Supérieure,,Hotel Million,Albertville,,12
1675405553-673,13/02/23,23/03/2023,24/03/2023, 630, 630,Chambre Double Classique,,"L'Alpaga, a Beaumier hotel",Megève,,12
1675405553-674,13/02/23,23/03/2023,24/03/2023, 317, 317,Chambre Double ou Lits Jumeaux,,Hôtel La Grange d'Arly,Megève,,12
1675405553-675,13/02/23,23/03/2023,24/03/2023, 59, 59,Chambre Lits Jumeaux Standard,,Hôtel Le Savoie,Albertville,,12
1675405553-676,13/02/23,23/03/2023,24/03/2023, 261, 261,Chambre Double ou Lits Jumeaux de Charme - Rez-de-Chaussée,,Au Vieux Moulin,Megève,,12
1675405553-677,13/02/23,23/03/2023,24/03/2023, 109, 109,Chambre Lits Jumeaux Standard,,ibis Styles Albertville,Albertville,,12
1675405553-678,13/02/23,23/03/2023,24/03/2023, 634, 634,Chambre Double,,Lodge Park,Megève,,12
1675405553-679,13/02/23,23/03/2023,24/03/2023, 201, 201,Chambre Double Standard,,Le Chalet d'Antoine,Megève,,12
1675405553-680,13/02/23,23/03/2023,24/03/2023, 569, 569,Chambre Deluxe,,Grand Hotel Soleil d'Or,Megève,,12
1675405553-681,13/02/23,23/03/2023,24/03/2023, 411, 411,Chambre Double Confort,,Coeur de Megève,Megève,,12
1675405553-682,13/02/23,23/03/2023,24/03/2023, 292, 292,Chambre Double Classique,,La Ferme du Golf,Megève,,12
1675405553-708,13/02/23,23/03/2023,24/03/2023, 392, 392,Suite Familiale en Duplex,,Novotel Megève Mont-Blanc,Megève,,12
1675405553-709,13/02/23,23/03/2023,24/03/2023, 93, 93,Chambre Double,,Albert 1er,Albertville,,12
1675405553-710,13/02/23,23/03/2023,24/03/2023, 514, 514,Chambre Double Classique,,Fer à Cheval,Megève,,12
1675405553-711,13/02/23,23/03/2023,24/03/2023, 971, 971,Chambre Double Club,,Les Fermes de Marie,Megève,,12
1675405553-712,13/02/23,23/03/2023,24/03/2023, 325, 325,Chambre Triple,,Hôtel Les Cimes,Megève,,12
