web-scraper-order,date_price,date_debut,date_fin,prix_init,prix_actuel,typologie,n_offre,nom,localite,date_debut-jour,Nb semaines
1675405571-788,13/02/23,07/04/2023,08/04/2023, 85, 85,Chambre Double ou Lits Jumeaux,,Hôtel le Christiania,Arêches,,14
1675405571-789,13/02/23,07/04/2023,08/04/2023, 96, 96,Chambre Double,,Maison Doron,Beaufort,,14
1675405571-790,13/02/23,07/04/2023,08/04/2023, 155, 155,Chambre Double ou Lits Jumeaux,,Hôtel Les Ancolies à Arêches,Arêches,,14
1675405571-791,13/02/23,07/04/2023,08/04/2023, 301, 301,Chambre Lits Jumeaux,,Le Calgary,Les Saisies,,14
1675405571-792,13/02/23,07/04/2023,08/04/2023, 122, 122,Chambre Quadruple Standard,,La Mollinière,Notre-Dame-de-Bellecombe,,14
1675405571-793,13/02/23,07/04/2023,08/04/2023, 605, 605,Suite Rochebrune,,Flocons de Sel,Megève,,14
1675405571-794,13/02/23,07/04/2023,08/04/2023, 92, 92,Chambre Double,,Auberge de Costaroche,Albertville,,14
1675405571-795,13/02/23,07/04/2023,08/04/2023, 660, 660,Chambre Double Classique,,"L'Alpaga, a Beaumier hotel",Megève,,14
1675405571-796,13/02/23,07/04/2023,08/04/2023, 63, 63,Chambre Double,,Hôtel Le Savoie,Albertville,,14
1675405571-797,13/02/23,07/04/2023,08/04/2023, 261, 261,Chambre Double ou Lits Jumeaux de Charme - Rez-de-Chaussée,,Au Vieux Moulin,Megève,,14
1675405571-798,13/02/23,07/04/2023,08/04/2023, 114, 114,Chambre Lits Jumeaux Standard,,ibis Styles Albertville,Albertville,,14
1675405571-799,13/02/23,07/04/2023,08/04/2023, 351, 351,Chambre Double Confort,,Coeur de Megève,Megève,,14
1675405571-800,13/02/23,07/04/2023,08/04/2023, 103, 103,Chambre Double,,Albert 1er,Albertville,,14
1675405571-801,13/02/23,07/04/2023,08/04/2023, 686, 686,Chambre Double Club,,Le Chalet Blanc,Megève,,14
1675405571-802,13/02/23,07/04/2023,08/04/2023, 204, 204,Chambre Double avec Terrasse,,Les Loges Blanches,Megève,,14
1675405571-803,13/02/23,07/04/2023,08/04/2023, 50, 50,Chambre Lits Jumeaux,,Fasthotel Albertville,Albertville,,14
1675405571-804,13/02/23,07/04/2023,08/04/2023, 76, 76,Chambre Double ou Lits Jumeaux Classique,,Le Roma,Albertville,,14
1675405571-805,13/02/23,07/04/2023,08/04/2023, 81, 81,Chambre Double,,Hotel Le Christiania,Les Contamines-Montjoie,,14
1675405571-806,13/02/23,07/04/2023,08/04/2023, 187, 187,Chambre Double ou Lits Jumeaux,,"Chalet-Hôtel La Chemenaz, The Originals Relais (Hotel-Chalet de Tradition)",Les Contamines-Montjoie,,14
1675405571-807,13/02/23,07/04/2023,08/04/2023, 153, 153,Chambre Lits Jumeaux - Vue sur Montagne,,La Vieille Ferme,Manigod,,14
1675405571-808,13/02/23,07/04/2023,08/04/2023, 197, 197,Chambre Double avec Toilettes Communes,,Chalet-Hôtel de l'Etape,Les Contamines-Montjoie,,14
1675405571-809,13/02/23,07/04/2023,08/04/2023, 72, 72,Chambre Double ou Lits Jumeaux,,La Gelinotte,Les Contamines-Montjoie,,14
1675405571-810,13/02/23,07/04/2023,08/04/2023, 555, 555,Chambre Double Deluxe avec Balcon,,Magic Megève Bois,Demi-Quartier,,14
1675405571-811,13/02/23,07/04/2023,08/04/2023, 93, 93,Chambre Double Standard,,Brit Hotel Florimont,Saint-Ferréol,,14
1675405571-812,13/02/23,07/04/2023,08/04/2023, 213, 213,Chambre Double Confort,,"Hôtel Restaurant ""Les Sapins"" Wellness & Gourmet",Manigod,,14
1675405571-838,13/02/23,07/04/2023,08/04/2023, 193, 193,Chambre Double,,Aux Ducs de Savoie,Combloux,,14
1675405571-839,13/02/23,07/04/2023,08/04/2023, 113, 113,Chambre Double - Vue sur Montagnes - 4,,Le Coin Savoyard,Combloux,,14
1675405571-840,13/02/23,07/04/2023,08/04/2023, 79, 79,Chambre Double Standard,,"Hôtel de Genève , Faverges-Seythenex 74210, Haute Savoie",Faverges,,14
1675405571-841,13/02/23,07/04/2023,08/04/2023, 112, 112,Chambre Double Classique,,Hotel Du Parc - Manoir Du Baron Blanc,Faverges,,14
1675405571-842,13/02/23,07/04/2023,08/04/2023, 255, 255,Chambre Double,,Les Chalets-Hôtel de la Croix-Fry,Manigod,,14
1675405571-843,13/02/23,07/04/2023,08/04/2023, 251, 251,Chambre Lits Jumeaux,,Hotel Beauregard,La Clusaz,,14
1675405571-844,13/02/23,07/04/2023,08/04/2023, 195, 195,Chambre Double ou Lits Jumeaux,,St-Alban Hotel & Spa,La Clusaz,,14
1675405571-845,13/02/23,07/04/2023,08/04/2023, 214, 214,Chambre Double ou Lits Jumeaux Orientée Nord,,Beaulieu,La Clusaz,,14
1675405571-846,13/02/23,07/04/2023,08/04/2023, 225, 225,Petite Chambre Double - Sans Vue,,Carlina,La Clusaz,,14
1675405571-847,13/02/23,07/04/2023,08/04/2023, 140, 140,Chambre Double Économique,,Hotel les Sapins,La Clusaz,,14
1675405571-848,13/02/23,07/04/2023,08/04/2023, 263, 263,Petit Chalet Atypique,,Hôtel Restaurant La Ferme de Cupelin,Saint-Gervais-les-Bains,,14
1675405571-849,13/02/23,07/04/2023,08/04/2023, 228, 228,Chambre Double Supérieure,,Les Roches Fleuries,Cordon,,14
1675405571-850,13/02/23,07/04/2023,08/04/2023, 197, 197,Chambre Lits Jumeaux,,La Ferme,La Clusaz,,14
1675405571-851,13/02/23,07/04/2023,08/04/2023, 111, 111,Chambre Double,,Le Cordonant,Cordon,,14
1675405571-852,13/02/23,07/04/2023,08/04/2023, 81, 81,Chambre Double,,Hôtel Les Dômes de Miage,Saint-Gervais-les-Bains,,14
1675405571-853,13/02/23,07/04/2023,08/04/2023, 97, 97,Chambre Double,,Hotel Val Joly,Saint-Gervais-les-Bains,,14
1675405571-854,13/02/23,07/04/2023,08/04/2023, 378, 378,Suite,,Chalet-Hôtel Inarpa,La Clusaz,,14
1675405571-855,13/02/23,07/04/2023,08/04/2023, 466, 466,Chambre Junior,,Au Coeur du Village,La Clusaz,,14
1675405571-856,13/02/23,07/04/2023,08/04/2023, 251, 251,Chambre Lits Jumeaux avec Accès Spa,,Hôtel Restaurant La Tourmaline,Aime-La-Plagne,,14
1675405571-857,13/02/23,07/04/2023,08/04/2023, 93, 93,Chambre Double Standard,,Hôtel Val d'Este,Saint-Gervais-les-Bains,,14
1675405571-858,13/02/23,07/04/2023,08/04/2023, 123, 123,Chambre Double,,SOWELL HOTELS Mont Blanc et SPA,Saint-Gervais-les-Bains,,14
1675405571-859,13/02/23,07/04/2023,08/04/2023, 118, 118,Chambre Double,,L auberge du basilico,Aime,,14
1675405571-860,13/02/23,07/04/2023,08/04/2023, 224, 224,Petite Chambre Double,,Coeur des Neiges,Saint-Gervais-les-Bains,,14
1675405571-861,13/02/23,07/04/2023,08/04/2023, 109, 109,Chambre Double,,Le Charvet,Cordon,,14
1675405571-862,13/02/23,07/04/2023,08/04/2023, 508, 508,Chambre Familiale - Vue sur Montagne,,Village Igloo La Rosière,La Rosière,,14
1675405571-863,13/02/23,07/04/2023,08/04/2023, 172, 172,Chambre Double - Versant Nord,,Base Camp Lodge Hotels,Bourg-Saint-Maurice,,14
1675405571-864,13/02/23,07/04/2023,08/04/2023, 98, 98,Standard Double Room with Private Bathroom and shared toilets,,Hôtel La Petite Auberge,Bourg-Saint-Maurice,,14
1675405571-865,13/02/23,07/04/2023,08/04/2023, 97, 97,Chambre Double avec Salle de Bains Privative,,Hôtel Restaurant Angival - Chambres et Appartement,Bourg-Saint-Maurice,,14
1675405571-866,13/02/23,07/04/2023,08/04/2023, 146, 146,Chambre Double Économique,,Chalet Hôtel des 2 Gares,Saint-Gervais-les-Bains,,14
1675405571-867,13/02/23,07/04/2023,08/04/2023, 158, 158,Chambre Double Supérieure avec Balcon et Vue sur la Montagne,,Hotel Autantic,Bourg-Saint-Maurice,,14
1675405571-868,13/02/23,07/04/2023,08/04/2023, 152, 152,Chambre Lits Jumeaux - Vue sur Rivière,,Hotel Terminus,Saint-Gervais-les-Bains,,14
1675405571-869,13/02/23,07/04/2023,08/04/2023, 98, 98,Chambre Double,,Hotel Du Commerce,Thônes,,14
1675405571-870,13/02/23,07/04/2023,08/04/2023, 98, 98,Chambre Double,,Fasthotel Thones,Thônes,,14
1675405571-871,13/02/23,07/04/2023,08/04/2023, 124, 124,Chambre Lit Queen-Size Standard - Non-Fumeurs,,Auberge de l'Orangerie - Sure Hotel Collection by Best Western,Sallanches,,14
1675405571-872,13/02/23,07/04/2023,08/04/2023, 143, 143,Chambre Double Classique avec Vue sur le Village,,Best Western Chalet les Saytels,Le Grand-Bornand,,14
1675405571-873,13/02/23,07/04/2023,08/04/2023, 71, 71,Chambre Double Standard,,Ibis Hôtel Sallanches,Sallanches,,14
1675405571-874,13/02/23,07/04/2023,08/04/2023, 157, 157,Chambre Double Standard,,Logis La Croix-Saint-Maurice,Le Grand-Bornand,,14
1675405571-875,13/02/23,07/04/2023,08/04/2023, 70, 70,Chambre Triple avec Lit Superposé,,Ibis Budget Sallanches,Sallanches,,14
1675405571-876,13/02/23,07/04/2023,08/04/2023, 192, 192,Chambre Simple Standard,,Hotel L'alpin,Landry,,14
1675405660-1292,13/02/23,07/04/2023,08/04/2023, 175, 175,Chambre Double Standard,,RockyPop Flaine Hotel & Spa,Flaine,,14
1675405660-1293,13/02/23,07/04/2023,08/04/2023, 223, 223,Chambre Double,,"Chalet-Hôtel Neige et Roc, The Originals Relais (Hotel-Chalet de Tradition)",Samoëns,,14
1675405660-1294,13/02/23,07/04/2023,08/04/2023, 81, 81,Chambre Double,,Hôtel National,Cluses,,14
1675405660-1295,13/02/23,07/04/2023,08/04/2023, 130, 130,Chambre Triple,,La Boule de Neige,Samoëns,,14
1675405660-1296,13/02/23,07/04/2023,08/04/2023, 103, 103,Chambre Double Standard,,"The Originals City, Hôtel du Faucigny, Cluses Ouest",Scionzier,,14
1675405660-1297,13/02/23,07/04/2023,08/04/2023, 253, 253,Chambre Double Classique,,"Totem, Friendly Hotel",Flaine,,14
1675405660-1298,13/02/23,07/04/2023,08/04/2023, 79, 79,Chambre Double,,Hotel Edelweiss,Magland,,14
1675405660-1299,13/02/23,07/04/2023,08/04/2023, 111, 111,Chambre Lits Jumeaux Standard,,Ibis Styles Sallanches Pays du Mont-Blanc,Sallanches,,14
1675405660-1300,13/02/23,07/04/2023,08/04/2023, 100, 100,Chambre Double avec Salle de Bains Privative,,Hôtel-Restaurant La Chartreuse,Le Reposoir,,14
1675405660-1303,13/02/23,07/04/2023,08/04/2023, 328, 328,Chambre Triple Supérieure (2 Adultes + 1 Enfant),,Bellevue,Les Gets,,14
1675405660-1305,13/02/23,07/04/2023,08/04/2023, 305, 305,Chambre Triple avec Lits Simples,,Hotel Le Grand Tetras,Morzine,,14
1675405660-1306,13/02/23,07/04/2023,08/04/2023, 246, 246,Chambre Double,,Hotel le Petit Dru,Morzine,,14
1675405660-1307,13/02/23,07/04/2023,08/04/2023, 213, 213,Chambre Double,,Hotel L'Equipe,Morzine,,14
1675405660-1308,13/02/23,07/04/2023,08/04/2023, 187, 187,Petite Chambre Double,,Hotel Rhodos Morzine,Morzine,,14
1675405660-1309,13/02/23,07/04/2023,08/04/2023, 181, 181,Chambre Double,,Chalet Hôtel VACCAPARK,Mieussy,,14
1675405660-1311,13/02/23,07/04/2023,08/04/2023, 221, 221,Chambre Double Économique,,Hôtel Névé,Morzine,,14
1675405660-1312,13/02/23,07/04/2023,08/04/2023, 124, 124,Chambre Lits Jumeaux Économique,,The Nant,Morzine,,14
1675405660-1315,13/02/23,07/04/2023,08/04/2023, 98, 98,Chambre Double,,Auberge Les Gorges De La Diosaz,Servoz,,14
