web-scraper-order,date_price,date_debut,date_fin,prix_init,prix_actuel,typologie,n_offre,nom,localite,date_debut-jour,Nb semaines
1691408591-1,27/03/2023,16/10/2023,23/10/2023,1155,1081,Appartement Familial (4-6 Adultes),,Les Chalets de La Griyotire,Praz-sur-Arly,,42
1691408591-2,27/03/2023,16/10/2023,23/10/2023,3203,2997,Appartement Village,,Flocons de Sel,Megève,,42
1691408591-3,27/03/2023,16/10/2023,23/10/2023,800,800,Chambre Lits Jumeaux Standard,,ibis Styles Albertville,Albertville,,42
1691408591-4,27/03/2023,16/10/2023,23/10/2023,416,416,Chambre Lits Jumeaux Standard,,Hôtel Le Savoie,Albertville,,42
1691408591-5,27/03/2023,16/10/2023,23/10/2023,1574,1474,Chambre Double Confort,,Coeur de Megève,Megève,,42
1691408591-6,27/03/2023,16/10/2023,23/10/2023,826,826,Chambre Double Classique,,Novotel Megève Mont-Blanc,Megève,,42
1691408591-7,27/03/2023,16/10/2023,23/10/2023,3690,3690,Chambre Deluxe,,Grand Hotel Soleil d'Or,Megève,,42
1691408591-8,27/03/2023,16/10/2023,23/10/2023,681,637,Chambre Double,,Albert 1er,Albertville,,42
1691408591-9,27/03/2023,16/10/2023,23/10/2023,548,513,Chambre Double ou Lits Jumeaux Classique,,Le Roma,Albertville,,42
1691408591-10,27/03/2023,16/10/2023,23/10/2023,450,450,Chambre Triple,,ibis budget Albertville,Gilly-sur-Isère,,42
1691408591-11,27/03/2023,16/10/2023,23/10/2023,631,591,Chambre Double Standard,,Brit Hotel Florimont,Saint-Ferréol,,42
1691408591-12,27/03/2023,16/10/2023,23/10/2023,1208,1208,Chambre Double ou Lits Jumeaux Supérieure avec Terrasse,,Hôtel Arbois Bettex,Saint-Gervais-les-Bains,,42
1691408591-13,27/03/2023,16/10/2023,23/10/2023,3524,3524,Chambre Double,,"Armancette Hôtel, Chalets & Spa – The Leading Hotels of the World",Saint-Gervais-les-Bains,,42
1691408591-14,27/03/2023,16/10/2023,23/10/2023,766,654,Chambre Double - Vue sur Montagnes - 4,,Le Coin Savoyard,Combloux,,42
1691408591-15,27/03/2023,16/10/2023,23/10/2023,551,551,Chambre Double Standard,,"Hôtel de Genève , Faverges-Seythenex 74210, Haute Savoie",Faverges,,42
1691408591-16,27/03/2023,16/10/2023,23/10/2023,442,442,Chambre Double Économique,,Hotel La Montagne,La Clusaz,,42
1691408591-17,27/03/2023,16/10/2023,23/10/2023,699,655,Petite Chambre Double ou Lits Jumeaux avec Balcon,,Hotel Beauregard,La Clusaz,,42
1691408591-18,27/03/2023,16/10/2023,23/10/2023,386,361,Chambre Double - Mansardée,,Chalet Les Rhodos,Cordon,,42
1691408591-19,27/03/2023,16/10/2023,23/10/2023,546,512,Chambre Double Économique,,Hotel Christiania,La Clusaz,,42
1691408591-20,27/03/2023,16/10/2023,23/10/2023,519,519,Chambre Double Standard,,Les Airelles,La Clusaz,,42
1691408591-21,27/03/2023,16/10/2023,23/10/2023,806,806,Chambre Lits Jumeaux avec Accès Spa,,Hôtel Restaurant La Tourmaline,Aime-La-Plagne,,42
1691408591-22,27/03/2023,16/10/2023,23/10/2023,628,628,Chambre Double Supérieure,,Le Saint Gervais Hotel & Spa Handwritten Collection,Saint-Gervais-les-Bains,,42
1691408591-23,27/03/2023,16/10/2023,23/10/2023,1624,1520,Petite Chambre Double,,Coeur des Neiges,Saint-Gervais-les-Bains,,42
1691408591-24,27/03/2023,16/10/2023,23/10/2023,761,761,Chambre Double,,Le Charvet,Cordon,,42
1691408591-25,27/03/2023,16/10/2023,23/10/2023,1056,1056,Chambre Double - Versant Nord,,Base Camp Lodge Hotels,Bourg-Saint-Maurice,,42
1691408591-26,27/03/2023,16/10/2023,23/10/2023,1155,1081,Appartement Familial (4-6 Adultes),,Les Chalets de La Griyotire,Praz-sur-Arly,,42
1691408591-27,27/03/2023,16/10/2023,23/10/2023,3203,2997,Appartement Village,,Flocons de Sel,Megève,,42
1691408591-28,27/03/2023,16/10/2023,23/10/2023,800,800,Chambre Lits Jumeaux Standard,,ibis Styles Albertville,Albertville,,42
1691408591-29,27/03/2023,16/10/2023,23/10/2023,416,416,Chambre Lits Jumeaux Standard,,Hôtel Le Savoie,Albertville,,42
1691408591-30,27/03/2023,16/10/2023,23/10/2023,1574,1474,Chambre Double Confort,,Coeur de Megève,Megève,,42
1691408591-31,27/03/2023,16/10/2023,23/10/2023,826,826,Chambre Double Classique,,Novotel Megève Mont-Blanc,Megève,,42
1691408591-32,27/03/2023,16/10/2023,23/10/2023,3690,3690,Chambre Deluxe,,Grand Hotel Soleil d'Or,Megève,,42
1691408591-33,27/03/2023,16/10/2023,23/10/2023,681,637,Chambre Double,,Albert 1er,Albertville,,42
1691408591-34,27/03/2023,16/10/2023,23/10/2023,548,513,Chambre Double ou Lits Jumeaux Classique,,Le Roma,Albertville,,42
1691408591-35,27/03/2023,16/10/2023,23/10/2023,450,450,Chambre Triple,,ibis budget Albertville,Gilly-sur-Isère,,42
1691408591-36,27/03/2023,16/10/2023,23/10/2023,631,591,Chambre Double Standard,,Brit Hotel Florimont,Saint-Ferréol,,42
1691408591-37,27/03/2023,16/10/2023,23/10/2023,1208,1208,Chambre Double ou Lits Jumeaux Supérieure avec Terrasse,,Hôtel Arbois Bettex,Saint-Gervais-les-Bains,,42
1691408591-38,27/03/2023,16/10/2023,23/10/2023,3524,3524,Chambre Double,,"Armancette Hôtel, Chalets & Spa – The Leading Hotels of the World",Saint-Gervais-les-Bains,,42
1691408591-39,27/03/2023,16/10/2023,23/10/2023,766,654,Chambre Double - Vue sur Montagnes - 4,,Le Coin Savoyard,Combloux,,42
1691408591-40,27/03/2023,16/10/2023,23/10/2023,551,551,Chambre Double Standard,,"Hôtel de Genève , Faverges-Seythenex 74210, Haute Savoie",Faverges,,42
1691408591-41,27/03/2023,16/10/2023,23/10/2023,442,442,Chambre Double Économique,,Hotel La Montagne,La Clusaz,,42
1691408591-42,27/03/2023,16/10/2023,23/10/2023,699,655,Petite Chambre Double ou Lits Jumeaux avec Balcon,,Hotel Beauregard,La Clusaz,,42
1691408591-43,27/03/2023,16/10/2023,23/10/2023,386,361,Chambre Double - Mansardée,,Chalet Les Rhodos,Cordon,,42
1691408591-44,27/03/2023,16/10/2023,23/10/2023,546,512,Chambre Double Économique,,Hotel Christiania,La Clusaz,,42
1691408591-45,27/03/2023,16/10/2023,23/10/2023,519,519,Chambre Double Standard,,Les Airelles,La Clusaz,,42
1691408591-46,27/03/2023,16/10/2023,23/10/2023,806,806,Chambre Lits Jumeaux avec Accès Spa,,Hôtel Restaurant La Tourmaline,Aime-La-Plagne,,42
1691408591-47,27/03/2023,16/10/2023,23/10/2023,628,628,Chambre Double Supérieure,,Le Saint Gervais Hotel & Spa Handwritten Collection,Saint-Gervais-les-Bains,,42
1691408591-48,27/03/2023,16/10/2023,23/10/2023,1624,1520,Petite Chambre Double,,Coeur des Neiges,Saint-Gervais-les-Bains,,42
1691408591-49,27/03/2023,16/10/2023,23/10/2023,761,761,Chambre Double,,Le Charvet,Cordon,,42
1691408591-50,27/03/2023,16/10/2023,23/10/2023,1056,1056,Chambre Double - Versant Nord,,Base Camp Lodge Hotels,Bourg-Saint-Maurice,,42
1691408591-51,27/03/2023,16/10/2023,23/10/2023,910,910,Hébergement Économique 2 Personnes,,La Folie Douce Hotels Chamonix,"Chamonix City Centre, Chamonix-Mont-Blanc",,42
1691408591-52,27/03/2023,16/10/2023,23/10/2023,495,464,Chambre Double ou Lits Jumeaux Standard,,RockyPop Chamonix - Les Houches,Les Houches,,42
1691408591-53,27/03/2023,16/10/2023,23/10/2023,805,755, Chambre Double ou Lits Jumeaux - Vue sur Ville - 16 m²,,Alpina Eclectic Hotel,"Chamonix City Centre, Chamonix-Mont-Blanc",,42
1691408591-54,27/03/2023,16/10/2023,23/10/2023,878,822,Chambre Double - Vue sur Montagne,,Plan B Hotel - Living Chamonix,"Chamonix City Centre, Chamonix-Mont-Blanc",,42
1691408591-55,27/03/2023,16/10/2023,23/10/2023,712,668,Chambre Double - Accessible aux Personnes à Mobilité Réduite ,,Hotel Le Morgane,"Chamonix City Centre, Chamonix-Mont-Blanc",,42
1691408591-56,27/03/2023,16/10/2023,23/10/2023,759,759,Chambre Double,,Cosmiques Hotel - Centre Chamonix,"Chamonix City Centre, Chamonix-Mont-Blanc",,42
1691408591-57,27/03/2023,16/10/2023,23/10/2023,801,751,Chambre Double Standard - Accès Gratuit au Spa,,Park Hotel Suisse & Spa,"Chamonix City Centre, Chamonix-Mont-Blanc",,42
1691408591-58,27/03/2023,16/10/2023,23/10/2023,828,828,Chambre Double Standard,,Vert Lodge Chamonix,Chamonix-Mont-Blanc,,42
1691408591-59,27/03/2023,16/10/2023,23/10/2023,881,825,Chambre Double Standard,,Hôtel de L'Arve,"Chamonix City Centre, Chamonix-Mont-Blanc",,42
1691408591-60,27/03/2023,16/10/2023,23/10/2023,841,565,Chambre Double Classique,,Excelsior Chamonix Hôtel & Spa,"Les Tines, Chamonix-Mont-Blanc",,42
1691408591-61,27/03/2023,16/10/2023,23/10/2023,1660,1660,Chambre Standard,,Hôtel National Resort & Spa,Champéry,,42
1691408591-62,27/03/2023,16/10/2023,23/10/2023,814,814,Chambre Classique Wanderlust,,Wanderlust Motels Chamonix,"Les Bossons, Chamonix-Mont-Blanc",,42
1691408591-63,27/03/2023,16/10/2023,23/10/2023,667,625,Chambre Double Standard,,Le Faucigny - Hotel de Charme,"Chamonix City Centre, Chamonix-Mont-Blanc",,42
1691408591-64,27/03/2023,16/10/2023,23/10/2023,659,618,Chambre Triple – Vue sur Montagne,,Chalet Hôtel Le Prieuré,"Chamonix City Centre, Chamonix-Mont-Blanc",,42
1691408591-65,27/03/2023,16/10/2023,23/10/2023,1574,1474,Chambre Double Confort,,Coeur de Megève,Megève,,42
1691408591-66,27/03/2023,16/10/2023,23/10/2023,911,854,Chambre Double,,Chalet hôtel le Whymper,"Chamonix City Centre, Chamonix-Mont-Blanc",,42
1691408591-67,27/03/2023,16/10/2023,23/10/2023,711,666,Chambre Lits Jumeaux,,Hôtel Vallée Blanche,"Chamonix City Centre, Chamonix-Mont-Blanc",,42
1691408591-68,27/03/2023,16/10/2023,23/10/2023,598,598,Chambre Lits Jumeaux Classique,,Mont Blanc Hotel,Saint Pierre en Faucigny,,42
1691408591-69,27/03/2023,16/10/2023,23/10/2023,826,826,Chambre Double Classique,,Novotel Megève Mont-Blanc,Megève,,42
1691408591-70,27/03/2023,16/10/2023,23/10/2023,1076,1010,Chambre Double ou Lits Jumeaux Standard,,Hotel Le Castel,"Les Praz, Chamonix-Mont-Blanc",,42
1691408591-71,27/03/2023,16/10/2023,23/10/2023,578,541,Chambre Double,,Hotel Le Chamonix,"Chamonix City Centre, Chamonix-Mont-Blanc",,42
1691408591-72,27/03/2023,16/10/2023,23/10/2023,604,565,Chambre Lits Jumeaux/Double Standard,,La Croix Blanche,"Chamonix City Centre, Chamonix-Mont-Blanc",,42
